DATE	type	rarity	vendor	level	name	brand	slot	armor	core	attributes	talents	mods
2022-12-20	gear	header-he	Clan	40	Wear-anywhere Protectors	Empress International	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>11.5% Skill Haste <br/><span class="icon-offensive"></span>3.9% Critical Hit Chance	-	-
2022-12-20	gear	header-he	Clan	40	Counterforce Vest	Providence Defense	Chest	158k	<span class="icon-offensive"></span>11.4% Weapon Damage	<span class="icon-utility"></span>16.8% Repair Skills <br/><span class="icon-utility"></span>7.4% Skill Damage	<span class="icon-active"></span>Reassigned	Offensive
2022-12-20	gear	header-he	Clan	40	Flak Jacket	Hana-U Corporation	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.0% Status Effects <br/><span class="icon-offensive"></span>12.0% Critical Hit Damage	<span class="icon-active"></span>Efficient	Offensive
2022-12-20	gear	header-he	Clan	40	TacLite Plate Carrier	5.11 Tactical	Chest	158k	<span class="icon-defensive"></span>127,530 Armor	<span class="icon-defensive"></span>7.5% Explosive Resistance <br/><span class="icon-offensive"></span>4.7% Critical Hit Chance	<span class="icon-active"></span>Gunslinger	Defensive
2022-12-20	gear	header-he	Clan	40	Demeter Quick-Stash	Airaldi Holdings	Backpack	131k	<span class="icon-offensive"></span>13.7% Weapon Damage	<span class="icon-offensive"></span>5.5% Critical Hit Chance <br/><span class="icon-offensive"></span>8.7% Critical Hit Damage	<span class="icon-active"></span>Bloodsucker	Offensive
2022-12-20	gear	header-named	Countdown	40	Percussive Maintenance	Alps Summit Armaments	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.3% Critical Hit Damage <br/><span class="icon-utility"></span>8.6% Status Effects	<span class="icon-active"></span>Perfect Skilled	Utility
2022-12-20	gear	header-he	The Theater	40	NBC Gloves	Česká Výroba s.r.o.	Gloves	80k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-utility"></span>7.2% Skill Damage	-	-
2022-12-20	gear	header-he	The Theater	40	Wear-anywhere Protectors	Empress International	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.9% Status Effects <br/><span class="icon-defensive"></span>3,721 Armor Regeneration	-	-
2022-12-20	gear	header-named	The Theater	40	Firm Handshake	Sokolov Concern	Gloves	80k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>15.0% Status Effects <br/><span class="icon-utility"></span>7.2% Skill Damage	-	-
2022-12-20	gear	header-he	The Campus	40	Protective Tactical Mask	5.11 Tactical	Mask	80k	<span class="icon-defensive"></span>122,934 Armor	<span class="icon-defensive"></span>15,143 Health <br/><span class="icon-utility"></span>16.3% Repair Skills	-	Defensive
2022-12-20	gear	header-he	The Campus	40	Jaivardhan Thigh Rig	Richter & Kaiser	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>7.1% Explosive Resistance <br/><span class="icon-defensive"></span>8.4% Hazard Protection	-	-
2022-12-20	gear	header-gs	DZ West	40	Crucible Gauntlets	Foundry Bulwark	Gloves	80k	<span class="icon-defensive"></span>119,806 Armor	<span class="icon-defensive"></span>4,084 Armor Regeneration  	-	-
2022-12-20	gear	header-gs	DZ West	40	Striker's Kneepads	Striker's Battlegear	Kneepads	99k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>7.2% Headshot Damage  	-	-
2022-12-20	gear	header-he	DZ West	40	Yugake Firearm Gloves	Murakami Industries	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-offensive"></span>6.0% Weapon Handling	-	-
2022-12-20	gear	header-he	DZ West	40	Dionysus Rounded Padding	Airaldi Holdings	Kneepads	99k	<span class="icon-offensive"></span>10.5% Weapon Damage	<span class="icon-utility"></span>15.9% Repair Skills <br/><span class="icon-defensive"></span>6.4% Explosive Resistance	-	-
2022-12-20	gear	header-gs	DZ South	40	Loadout Frame	Ongoing Directive	Backpack	131k	<span class="icon-offensive"></span>11.0% Weapon Damage	<span class="icon-offensive"></span>7.8% Headshot Damage  	<span class="icon-active"></span>Trauma Specialist	Utility
2022-12-20	gear	header-gs	DZ South	40	Unflinching Vest	Heartbreaker	Chest	158k	<span class="icon-defensive"></span>124,967 Armor	<span class="icon-defensive"></span>7.4% Explosive Resistance  	<span class="icon-active"></span>Max BPM	Defensive
2022-12-20	gear	header-he	DZ South	40	Cavalry TAC-Pack	Belstone Armory	Backpack	131k	<span class="icon-defensive"></span>136,999 Armor	<span class="icon-defensive"></span>3,767 Armor Regeneration <br/><span class="icon-utility"></span>8.2% Status Effects	<span class="icon-active"></span>Protector	Offensive
2022-12-20	gear	header-he	DZ South	40	Umbra Plate Carrier	Grupo Sombra S.A.	Chest	158k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-utility"></span>10.0% Skill Haste <br/><span class="icon-defensive"></span>15,472 Health	<span class="icon-active"></span>Glass Cannon	Utility
2022-12-20	gear	header-gs	DZ East	40	Lyudmila Snipers Mask	Aces & Eights	Mask	80k	<span class="icon-offensive"></span>10.5% Weapon Damage	<span class="icon-defensive"></span>3,690 Armor Regeneration  	-	Offensive
2022-12-20	gear	header-gs	DZ East	40	Umbra Initiative Holster	Umbra Initiative	Holster	112k	<span class="icon-offensive"></span>11.0% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling  	-	-
2022-12-20	gear	header-he	DZ East	40	MJ 54	China Light Industries Corporation	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>15.8% Repair Skills <br/><span class="icon-utility"></span>7% Skill Damage	-	Utility
2022-12-20	gear	header-he	DZ East	40	Snoqualmie Holster	Yaahl	Holster	112k	<span class="icon-defensive"></span>151,328 Armor	<span class="icon-defensive"></span>15,342 Health <br/><span class="icon-utility"></span>5.1% Skill Damage	-	-
2022-12-20	gear	header-he	Haven	40	Counterforce Vest	Providence Defense	Chest	158k	<span class="icon-offensive"></span>9.5% Weapon Damage	<span class="icon-utility"></span>6.4% Skill Damage <br/><span class="icon-defensive"></span>9.0% Explosive Resistance	<span class="icon-active"></span>Headhunter	Offensive
2022-12-20	gear	header-he	Haven	40	ST 520	China Light Industries Corporation	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.5% Status Effects <br/><span class="icon-utility"></span>7.3% Skill Damage	-	-
2022-12-20	gear	header-he	Haven	40	MJ 54	China Light Industries Corporation	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>4,141 Armor Regeneration <br/><span class="icon-utility"></span>8.4% Status Effects	-	Utility
2022-12-20	gear	header-he	Benitez	40	AMP24	5.11 Tactical	Backpack	131k	<span class="icon-defensive"></span>124,967 Armor	<span class="icon-utility"></span>6.8% Skill Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	<span class="icon-active"></span>Concussion	Defensive
2022-12-20	gear	header-he	Benitez	40	Nimble Knee Protectors	Sokolov Concern	Kneepads	99k	<span class="icon-offensive"></span>12.0% Weapon Damage	<span class="icon-offensive"></span>9.8% Critical Hit Damage <br/><span class="icon-utility"></span>10.2% Skill Haste	-	-
2022-12-20	gear	header-he	Benitez	40	Reconnaissance Holster	Česká Výroba s.r.o.	Holster	112k	<span class="icon-offensive"></span>12.7% Weapon Damage	<span class="icon-offensive"></span>8.5% Critical Hit Damage <br/><span class="icon-defensive"></span>9.1% Hazard Protection	-	-
2022-12-20	gear	header-named	Cassie	40	Percussive Maintenance	Alps Summit Armaments	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.3% Critical Hit Damage <br/><span class="icon-utility"></span>8.6% Status Effects	<span class="icon-active"></span>Perfect Tech Support	Utility
2022-12-20	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-utility"></span>8.9% Status Effects <br/><span class="icon-utility"></span>8.0% Skill Damage	<span class="icon-active"></span>Perfect Intimidate	Utility
2022-12-20	gear	header-gs	Cassie	40	Shield Carrier	Foundry Bulwark	Backpack	131k	<span class="icon-defensive"></span>143,774 Armor	<span class="icon-offensive"></span>6.5% Weapon Handling  	<span class="icon-active"></span>Process Refinery	Defensive
2022-12-20	gear	header-gs	Cassie	40	Hunter's Cage	Hunter's Fury	Chest	158k	<span class="icon-offensive"></span>11.5% Weapon Damage	<span class="icon-defensive"></span>4,484 Armor Regeneration  	<span class="icon-active"></span>Endless Hunger	Offensive
2022-12-20	gear	header-gs	Cassie	40	Crucible Gauntlets	Foundry Bulwark	Gloves	80k	<span class="icon-defensive"></span>132,290 Armor	<span class="icon-offensive"></span>10.5% Critical Hit Damage  	-	-
2022-12-20	gear	header-gs	Cassie	40	Umbra Initiative Kneepads	Umbra Initiative	Kneepads	99k	<span class="icon-offensive"></span>11.8% Weapon Damage	<span class="icon-offensive"></span>10.9% Critical Hit Damage  	-	-
2022-12-20	gear	header-gs	Cassie	40	Ullswater Proxy Rig	Hard Wired	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.5% Skill Haste  	-	-
2022-12-20	gear	header-gs	Cassie	40	Rigger Dust Mask	Rigger	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.7% Status Effects  	-	Utility
2022-12-20	gear	header-he	Cassie	40	Rally Point Secure Pack	Sokolov Concern	Backpack	131k	<span class="icon-offensive"></span>13.2% Weapon Damage	<span class="icon-defensive"></span>15,259 Health <br/><span class="icon-defensive"></span>6.9% Explosive Resistance	<span class="icon-active"></span>Leadership	Offensive
2022-12-20	gear	header-he	Cassie	40	Clutch XO-Skin Sport Pads	Alps Summit Armaments	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.5% Skill Haste <br/><span class="icon-defensive"></span>4,130 Armor Regeneration	-	-
2022-12-27	gear	header-he	White House	40	Scapula Bug-out Bag	Wyvern Wear	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>3,767 Armor Regeneration <br/><span class="icon-utility"></span>15.6% Skill Haste	<span class="icon-active"></span>Creeping Death	Utility
2022-12-27	gear	header-he	White House	40	Ranger Ballistics Vest	Walker, Harris & Co.	Chest	158k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>7.3% Headshot Damage <br/><span class="icon-defensive"></span>8.5% Hazard Protection	<span class="icon-active"></span>Skilled	Offensive
2022-12-27	gear	header-named	Clan	40	Everyday Carrier	Belstone Armory	Chest	158k	<span class="icon-defensive"></span>120,596 Armor	<span class="icon-defensive"></span>3,883 Armor Regeneration <br/><span class="icon-utility"></span>9.1% Status Effects	<span class="icon-active"></span>Perfect Efficient	Offensive
2022-12-27	gear	header-gs	Clan	40	Umbra Initiative Gloves	Umbra Initiative	Gloves	80k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-defensive"></span>16,020 Health  	-	-
2022-12-27	gear	header-gs	Clan	40	Loadout Frame	Ongoing Directive	Backpack	131k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-offensive"></span>5.4% Critical Hit Chance  	<span class="icon-active"></span>Trauma Specialist	Utility
2022-12-27	gear	header-gs	Clan	40	Rigger Gear Bag	Rigger	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.8% Skill Haste  	<span class="icon-active"></span>Complete Uptime	Utility
2022-12-27	gear	header-he	Clan	40	All Hazards Prime Backpack	5.11 Tactical	Backpack	131k	<span class="icon-defensive"></span>129,820 Armor	<span class="icon-defensive"></span>8.1% Explosive Resistance <br/><span class="icon-defensive"></span>16,696 Health	<span class="icon-active"></span>Combined Arms	Defensive
2022-12-27	gear	header-he	Clan	40	Logistics Kneepads	Česká Výroba s.r.o.	Kneepads	99k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-utility"></span>9.4% Status Effects <br/><span class="icon-utility"></span>11.3% Skill Haste	-	-
2022-12-27	gear	header-he	Clan	40	TacSack Mk II	Petrov Defense Group	Backpack	131k	<span class="icon-offensive"></span>8.9% Weapon Damage	<span class="icon-utility"></span>18.9% Repair Skills <br/><span class="icon-offensive"></span>7.5% Weapon Handling	<span class="icon-active"></span>Concussion	Offensive
2022-12-27	gear	header-named	Countdown	40	The Sacrifice	Providence Defense	Chest	158k	<span class="icon-offensive"></span>9.8% Weapon Damage	<span class="icon-offensive"></span>5.6% Critical Hit Chance <br/><span class="icon-utility"></span>9.1% Status Effects	<span class="icon-active"></span>Perfect Glass Cannon	Offensive
2022-12-27	gear	header-named	The Theater	40	Firm Handshake	Sokolov Concern	Gloves	80k	<span class="icon-offensive"></span>7.2% Weapon Damage	<span class="icon-utility"></span>15.0% Status Effects <br/><span class="icon-offensive"></span>7.4% Headshot Damage	-	-
2022-12-27	gear	header-he	The Theater	40	Dusk Attack Gloves	Grupo Sombra S.A.	Gloves	80k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-utility"></span>10.0% Skill Haste <br/><span class="icon-utility"></span>7.0% Skill Damage	-	-
2022-12-27	gear	header-he	The Theater	40	Knäskydd Knee Protectors	Fenris Group AB	Kneepads	99k	<span class="icon-offensive"></span>11.8% Weapon Damage	<span class="icon-utility"></span>9.8% Skill Haste <br/><span class="icon-defensive"></span>6.7% Explosive Resistance	-	-
2022-12-27	gear	header-he	The Campus	40	Field Protective Mask	Providence Defense	Mask	80k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>7.6% Headshot Damage <br/><span class="icon-utility"></span>10.3% Skill Haste	-	Offensive
2022-12-27	gear	header-he	The Campus	40	Guerra Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>95,311 Armor	<span class="icon-defensive"></span>7.6% Hazard Protection <br/><span class="icon-defensive"></span>10.0% Explosive Resistance	-	-
2022-12-27	gear	header-gs	DZ West	40	Molesey ESD Gloves	Hard Wired	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>7.3% Skill Damage  	-	-
2022-12-27	gear	header-gs	DZ West	40	Rigger Collision Guards	Rigger	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.3% Status Effects  	-	-
2022-12-27	gear	header-he	DZ West	40	Tactical Assault Gloves	Providence Defense	Gloves	80k	<span class="icon-offensive"></span>7.8% Weapon Damage	<span class="icon-offensive"></span>11.6% Critical Hit Damage <br/><span class="icon-defensive"></span>4,196 Armor Regeneration	-	-
2022-12-27	gear	header-he	DZ West	40	Tay Protective Pads	Douglas & Harding	Kneepads	99k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-offensive"></span>4.0% Weapon Handling <br/><span class="icon-offensive"></span>9.7% Critical Hit Damage	-	-
2022-12-27	gear	header-gs	DZ South	40	Rigger Gear Bag	Rigger	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.3% Skill Haste  	<span class="icon-active"></span>Complete Uptime	Utility
2022-12-27	gear	header-gs	DZ South	40	Sealed Chest Guard	Eclipse Protocol	Chest	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.5% Status Effects  	<span class="icon-active"></span>Proliferation	Utility
2022-12-27	gear	header-he	DZ South	40	Horo CarryBack	Murakami Industries	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>5.9% Skill Damage <br/><span class="icon-defensive"></span>9.0% Hazard Protection	<span class="icon-active"></span>Energize	Utility
2022-12-27	gear	header-he	DZ South	40	Crew-Adapted Chest Rig	Petrov Defense Group	Chest	158k	<span class="icon-offensive"></span>8.1% Weapon Damage	<span class="icon-offensive"></span>3.5% Critical Hit Chance <br/><span class="icon-utility"></span>12.0% Skill Haste	<span class="icon-active"></span>Gunslinger	Offensive
2022-12-27	gear	header-gs	DZ East	40	Striker's Mask	Striker's Battlegear	Mask	80k	<span class="icon-offensive"></span>12.6% Weapon Damage	<span class="icon-defensive"></span>7.5% Hazard Protection  	-	Offensive
2022-12-27	gear	header-gs	DZ East	40	Umbra Initiative Holster	Umbra Initiative	Holster	112k	<span class="icon-offensive"></span>10.0% Weapon Damage	<span class="icon-offensive"></span>7.2% Headshot Damage  	-	-
2022-12-27	gear	header-he	DZ East	40	Emet Mask	Golan Gear Ltd	Mask	80k	<span class="icon-defensive"></span>112,217 Armor	<span class="icon-defensive"></span>8.7% Hazard Protection <br/><span class="icon-offensive"></span>7.8% Headshot Damage	-	Utility
2022-12-27	gear	header-he	DZ East	40	Fauld & Tasset Holster	Belstone Armory	Holster	112k	<span class="icon-defensive"></span>101,369 Armor	<span class="icon-defensive"></span>7.6% Explosive Resistance <br/><span class="icon-defensive"></span>16,164 Health	-	-
2022-12-27	gear	header-he	Haven	40	B.O.T. Protector	Empress International	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>14,915 Health <br/><span class="icon-utility"></span>8.3% Status Effects	<span class="icon-active"></span>Reassigned	Utility
2022-12-27	gear	header-he	Haven	40	Knäskydd Knee Protectors	Fenris Group AB	Kneepads	99k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-defensive"></span>15,518 Health <br/><span class="icon-offensive"></span>10.4% Critical Hit Damage	-	-
2022-12-27	gear	header-he	Haven	40	Bevor Air Guard	Belstone Armory	Mask	80k	<span class="icon-defensive"></span>118,996 Armor	<span class="icon-defensive"></span>16,020 Health <br/><span class="icon-offensive"></span>8.1% Headshot Damage	-	Offensive
2022-12-27	gear	header-he	Benitez	40	Armadillo Vest	Gila Guard	Chest	158k	<span class="icon-defensive"></span>115,701 Armor	<span class="icon-defensive"></span>15,609 Health <br/><span class="icon-defensive"></span>8.2% Hazard Protection	<span class="icon-active"></span>Entrench	Defensive
2022-12-27	gear	header-he	Benitez	40	Diamondback Gloves	Gila Guard	Gloves	80k	<span class="icon-defensive"></span>104,139 Armor	<span class="icon-defensive"></span>8.2% Hazard Protection <br/><span class="icon-utility"></span>8.6% Status Effects	-	-
2022-12-27	gear	header-he	Benitez	40	FK 910	China Light Industries Corporation	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>15,775 Health <br/><span class="icon-offensive"></span>7.8% Headshot Damage	-	-
2022-12-27	gear	header-named	Cassie	40	The Sacrifice	Providence Defense	Chest	158k	<span class="icon-offensive"></span>9.8% Weapon Damage	<span class="icon-offensive"></span>5.6% Critical Hit Chance <br/><span class="icon-utility"></span>9.1% Status Effects	<span class="icon-active"></span>Perfect Glass Cannon	Offensive
2022-12-27	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>120,596 Armor	<span class="icon-defensive"></span>3,883 Armor Regeneration <br/><span class="icon-utility"></span>9.1% Status Effects	<span class="icon-active"></span>Perfect Intimidate	Utility
2022-12-27	gear	header-gs	Cassie	40	Hunter's Kit	Hunter's Fury	Backpack	131k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-defensive"></span>16,020 Health  	<span class="icon-active"></span>Overwhelming Force	Offensive
2022-12-27	gear	header-gs	Cassie	40	Resource Harness	Ongoing Directive	Chest	158k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-offensive"></span>5.4% Critical Hit Chance  	<span class="icon-active"></span>Parabellum Rounds	Utility
2022-12-27	gear	header-gs	Cassie	40	Hunter's Claws	Hunter's Fury	Gloves	80k	<span class="icon-offensive"></span>11.9% Weapon Damage	<span class="icon-offensive"></span>11.0% Critical Hit Damage  	-	-
2022-12-27	gear	header-gs	Cassie	40	Striker's Kneepads	Striker's Battlegear	Kneepads	99k	<span class="icon-offensive"></span>8.8% Weapon Damage	<span class="icon-offensive"></span>8.0% Weapon Handling  	-	-
2022-12-27	gear	header-gs	Cassie	40	Lilley Holster System	Tip of the Spear	Holster	112k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-utility"></span>8.1% Skill Damage  	-	-
2022-12-27	gear	header-gs	Cassie	40	Umbra Initiative Mask	Umbra Initiative	Mask	80k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>5.1% Critical Hit Chance  	-	Offensive
2022-12-27	gear	header-he	Cassie	40	Chatzatz Chest	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>124,418 Armor	<span class="icon-utility"></span>12.0% Skill Haste <br/><span class="icon-offensive"></span>4.6% Critical Hit Chance	<span class="icon-active"></span>Gunslinger	Utility
2022-12-27	gear	header-he	Cassie	40	Wear-anywhere Protectors	Empress International	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>16,699 Health <br/><span class="icon-offensive"></span>8.1% Headshot Damage	-	-
2023-01-03	gear	header-named	White House	40	The Setup	Uzina Getica	Backpack	131k	<span class="icon-defensive"></span>146,642 Armor	<span class="icon-defensive"></span>4,432 Armor Regeneration <br/><span class="icon-offensive"></span>5.0% Headshot Damage	<span class="icon-active"></span>Perfect Opportunistic	Defensive
2023-01-03	gear	header-he	White House	40	Police SW Backpack	Providence Defense	Backpack	131k	<span class="icon-offensive"></span>10.3% Weapon Damage	<span class="icon-utility"></span>8.4% Status Effects <br/><span class="icon-defensive"></span>15,660 Health	<span class="icon-active"></span>Intimidate	Offensive
2023-01-03	gear	header-he	White House	40	Ericht Chest System	Douglas & Harding	Chest	158k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-defensive"></span>6.7% Explosive Resistance <br/><span class="icon-offensive"></span>6.5% Weapon Handling	<span class="icon-active"></span>Overwatch	Offensive
2023-01-03	gear	header-gs	Clan	40	Striker's Mask	Striker's Battlegear	Mask	80k	<span class="icon-offensive"></span>12.5% Weapon Damage	<span class="icon-defensive"></span>6.7% Explosive Resistance  	-	Offensive
2023-01-03	gear	header-gs	Clan	40	Reyes Combat Gloves	Tip of the Spear	Gloves	80k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-offensive"></span>10.7% Critical Hit Damage  	-	-
2023-01-03	gear	header-gs	Clan	40	Striker's Holster	Striker's Battlegear	Holster	112k	<span class="icon-offensive"></span>11.5% Weapon Damage	<span class="icon-offensive"></span>6.5% Weapon Handling  	-	-
2023-01-03	gear	header-he	Clan	40	Equipment Holster Huffle	Badger Tuff	Holster	112k	<span class="icon-defensive"></span>154,562 Armor	<span class="icon-utility"></span>9.9% Skill Haste <br/><span class="icon-utility"></span>8.9% Status Effects	-	-
2023-01-03	gear	header-he	Clan	40	Pridwen Holster	Richter & Kaiser	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-offensive"></span>5.2% Headshot Damage	-	-
2023-01-03	gear	header-he	Clan	40	Jackrabbit Holster	Gila Guard	Holster	112k	<span class="icon-defensive"></span>123,390 Armor	<span class="icon-offensive"></span>11.2% Critical Hit Damage <br/><span class="icon-defensive"></span>3,942 Armor Regeneration	-	-
2023-01-03	gear	header-named	Countdown	40	Picaro's Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>132,290 Armor	<span class="icon-defensive"></span>4,435 Armor Regeneration <br/><span class="icon-offensive"></span>15.0% Weapon Damage	-	-
2023-01-03	gear	header-he	The Theater	40	Neptune Protection Gloves	Overlord Armaments	Gloves	80k	<span class="icon-offensive"></span>9.2% Weapon Damage	<span class="icon-defensive"></span>9.0% Hazard Protection <br/><span class="icon-offensive"></span>8.2% Headshot Damage	-	-
2023-01-03	gear	header-he	The Theater	40	Clutch XO-Skin Sport Pads	Alps Summit Armaments	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>8.0% Headshot Damage <br/><span class="icon-utility"></span>8.1% Status Effects	-	-
2023-01-03	gear	header-he	The Campus	40	Combat Mask Cete	Badger Tuff	Mask	80k	<span class="icon-defensive"></span>123,568 Armor	<span class="icon-defensive"></span>8.9% Hazard Protection <br/><span class="icon-defensive"></span>15,748 Health	-	Offensive
2023-01-03	gear	header-he	The Campus	40	Talon Tactical Holster	Wyvern Wear	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.6% Skill Haste <br/><span class="icon-utility"></span>8.0% Skill Damage	-	-
2023-01-03	gear	header-gs	DZ West	40	CQB Fist Guards	Ongoing Directive	Gloves	80k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-utility"></span>15.6% Repair Skills  	-	-
2023-01-03	gear	header-gs	DZ West	40	Nina Prone Pads	Aces & Eights	Kneepads	99k	<span class="icon-offensive"></span>10.0% Weapon Damage	<span class="icon-defensive"></span>4,124 Armor Regeneration  	-	-
2023-01-03	gear	header-he	DZ West	40	Diamondback Gloves	Gila Guard	Gloves	80k	<span class="icon-defensive"></span>55,953 Armor	<span class="icon-utility"></span>8.0% Skill Damage <br/><span class="icon-offensive"></span>8.0% Weapon Handling	-	-
2023-01-03	gear	header-he	DZ West	40	Tay Protective Pads	Douglas & Harding	Kneepads	99k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>13.5% Repair Skills <br/><span class="icon-utility"></span>9.4% Skill Damage	-	-
2023-01-03	gear	header-named	DZ South	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>115,082 Armor	<span class="icon-defensive"></span>8.2% Hazard Protection <br/><span class="icon-utility"></span>15.6% Repair Skills	<span class="icon-active"></span>Perfect Vanguard	Defensive
2023-01-03	gear	header-gs	DZ South	40	Containment Carryall	Eclipse Protocol	Backpack	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.2% Skill Haste  	<span class="icon-active"></span>Symptom Aggravator	Utility
2023-01-03	gear	header-gs	DZ South	40	Wright Combat Vest	Tip of the Spear	Chest	158k	<span class="icon-offensive"></span>11.8% Weapon Damage	<span class="icon-defensive"></span>8.0% Hazard Protection  	<span class="icon-active"></span>Specialized Destruction	Offensive
2023-01-03	gear	header-he	DZ South	40	Demeter Quick-Stash	Airaldi Holdings	Backpack	131k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-utility"></span>9.5% Skill Haste <br/><span class="icon-defensive"></span>14,563 Health	<span class="icon-active"></span>Versatile	Offensive
2023-01-03	gear	header-he	DZ South	40	Ranier Vest	Yaahl	Chest	158k	<span class="icon-defensive"></span>129,135 Armor	<span class="icon-defensive"></span>3,931 Armor Regeneration <br/><span class="icon-offensive"></span>4.5% Critical Hit Chance	<span class="icon-active"></span>Tamper Proof	Offensive
2023-01-03	gear	header-named	DZ East	40	The Hollow Man	Yaahl	Mask	80k	<span class="icon-defensive"></span>118,661 Armor	<span class="icon-offensive"></span>10.0% Damage to Health <br/><span class="icon-offensive"></span>6.0% Weapon Handling	-	Offensive
2023-01-03	gear	header-gs	DZ East	40	Lyudmila Snipers Mask	Aces & Eights	Mask	80k	<span class="icon-offensive"></span>12.0% Weapon Damage	<span class="icon-defensive"></span>7.0% Explosive Resistance  	-	Offensive
2023-01-03	gear	header-gs	DZ East	40	Rigger Utility Pouch	Rigger	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>7.2% Explosive Resistance  	-	-
2023-01-03	gear	header-he	DZ East	40	Mengu Face Protection	Murakami Industries	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.0% Skill Haste <br/><span class="icon-utility"></span>7.0% Skill Damage	-	Utility
