DATE	type	rarity	vendor	level	name	attribute_slot	attribute_value	attribute_type
2024-04-16	mod	header-he	DZウエスト	40	Delivery System Upgrade	マイン	4.3	ダメージ
2024-04-16	mod	header-he	DZウエスト	40	Cementitious Material	シールド	4.2	アクティブ自動回復
2024-04-16	mod	header-he	DZウエスト	40	Alignment Valve	ファイアフライ	5.8	スキルヘイスト
2024-04-16	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-04-16	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	4.4	クリティカル率
2024-04-16	mod	header-he	DZサウス	40	Hollow-point Bullets	ドローン	6.3	アーマー修理
2024-04-16	mod	header-he	DZサウス	40	Cyclone Magazine	タレット	4.3	炎上ダメージ
2024-04-16	mod	header-he	DZサウス	40	Improved Sticky Launcher	粘着爆弾	4.8	ブラスト範囲
2024-04-16	mod	header-utility	DZイースト	40	Utility System: Assist	gear	16.6	スキル修復
2024-04-16	mod	header-he	DZイースト	40	Ultra-Thin Cartridges	ケミランチャー	4.2	持続時間
2024-04-16	mod	header-he	DZイースト	40	Internal Storage	ハイヴ	4.0	スティンガーチャージ
2024-04-16	mod	header-he	DZイースト	40	Nickel-Chromium Wire	パルス	6.4	コーンサイズ
2024-04-16	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.2	持続時間
2024-04-16	mod	header-offensive	ヘイヴン	40	Offensive System: Dexterity	gear	6.9	ヘッドショットダメージ上昇
2024-04-16	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Critical	gear	7.6	ヘッドショットダメージ上昇
2024-04-16	mod	header-he	ヘイヴン	40	Liquid Metal Microdroplets	シールド	4.3	ディフレクターダメージ
2024-04-16	mod	header-he	ヘイヴン	40	Cell Penetrating Peptide	ケミランチャー	7.6	トラップ持続時間
2024-04-16	mod	header-he	ヘイヴン	40	Improved Sticky Launcher	粘着爆弾	5.0	ブラスト範囲
2024-04-16	mod	header-defensive	ベニテス	40	Defensive System: Mending	gear	16020.0	キルによるアーマー
2024-04-16	mod	header-utility	ベニテス	40	Utility Protocol: Intensity	gear	8.5	スキル持続時間
2024-04-16	mod	header-he	ベニテス	40	Ammo Box	タレット	1.0	追加迫撃砲弾薬
2024-04-16	mod	header-he	ベニテス	40	Distributed Architecture	パルス	6.3	コーンサイズ
2024-04-16	mod	header-he	ベニテス	40	Decoy Housing Shell	デコイ	6.0	HP
2024-04-16	mod	header-defensive	キャシー	40	Defensive Protocol: Resilience	gear	17.5	修復量
2024-04-16	mod	header-he	キャシー	40	Swarm Control	ハイヴ	4.4	持続時間
2024-04-23	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	4.4	クリティカル率
2024-04-23	mod	header-he	ホワイトハウス	40	Electric Soldering Tool	ドローン	6.4	持続時間
2024-04-23	mod	header-he	ホワイトハウス	40	SHD CPU V.2	タレット	5.9	スキルヘイスト
2024-04-23	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.9	ブラスト範囲
2024-04-23	mod	header-utility	クランショップ	40	Utility Protocol: Intensity	gear	8.6	スキル持続時間
2024-04-23	mod	header-he	クランショップ	40	Graphene Battery	ドローン	6.6	偏向持続時間
2024-04-23	mod	header-he	クランショップ	40	Polycarbonate Housing	ハイヴ	8.0	HP
2024-04-23	mod	header-he	クランショップ	40	Cooling Vents	ハイヴ	4.0	射程
2024-04-23	mod	header-defensive	シアター	40	Defensive Protocol: Resilience	gear	8.2	パルス耐性
2024-04-23	mod	header-he	シアター	40	Mini Electric Motor	マイン	5.0	スキルヘイスト
2024-04-23	mod	header-he	シアター	40	Magnetostrictive Material	シールド	4.1	ディフレクターダメージ
2024-04-23	mod	header-he	シアター	40	Vac Pack	ファイアフライ	5.7	視覚奪取効果持続時間
2024-04-23	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2024-04-23	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	8.5	スキル持続時間
2024-04-23	mod	header-he	キャンパス	40	Chromatics Training	ケミランチャー	6.5	炎上強度
2024-04-23	mod	header-he	キャンパス	40	Extra Payload	ハイヴ	4.5	回復
2024-04-23	mod	header-he	キャンパス	40	Atmospheric Analyzer	パルス	14.7	HP
2024-04-23	mod	header-he	キャンパス	40	Trap Electronics Upgrade	トラップ	5.7	持続時間
2024-04-23	mod	header-utility	キャッスル	40	Utility System: Electronics	gear	10.0	スキルヘイスト
2024-04-23	mod	header-he	キャッスル	40	Imbued Metal String	ケミランチャー	5.9	回復
2024-04-23	mod	header-he	キャッスル	40	Radar Signal Antennas	ハイヴ	4.1	ダメージ
2024-04-23	mod	header-he	キャッスル	40	Distributed Architecture	パルス	8.9	範囲
2024-04-23	mod	header-he	キャッスル	40	Trap Electronics Upgrade	トラップ	6.1	ショック範囲
2024-04-23	mod	header-defensive	DZウエスト	40	Defensive System: Mending	gear	8.4	パルス耐性
2024-04-23	mod	header-he	DZウエスト	40	Larrea Tridentata Infusion	マイン	5.0	スキルヘイスト
2024-04-23	mod	header-he	DZウエスト	40	Weaved Aramid Fiber	シールド	4.0	ダメージボーナス(敵1体ごと)
2024-04-23	mod	header-he	DZウエスト	40	Microfiller Resin	ファイアフライ	1.0	最多ターゲット
2024-04-23	mod	header-he	DZウエスト	40	Decoy Housing Shell	デコイ	6.0	HP
2024-04-23	mod	header-offensive	DZサウス	40	Offensive System: Firearms	gear	10.3	クリティカルダメージ
2024-04-23	mod	header-he	DZサウス	40	Terminal Ballistics	ドローン	8.2	HP
2024-04-23	mod	header-he	DZサウス	40	Carbon Fiber Barrel	タレット	5.9	持続時間
2024-04-23	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	6.2	ダメージ
2024-04-23	mod	header-utility	DZイースト	40	Utility System: Assist	gear	16.1	スキル修復
2024-04-23	mod	header-he	DZイースト	40	Imbued Metal String	ケミランチャー	14.2	トラップHP
2024-04-23	mod	header-he	DZイースト	40	Cooling Vents	ハイヴ	4.0	修復チャージ
2024-04-23	mod	header-he	DZイースト	40	Distributed Architecture	パルス	6.3	コーンサイズ
2024-04-23	mod	header-he	DZイースト	40	Trap Electronics Upgrade	トラップ	5.9	ショック範囲
2024-04-23	mod	header-offensive	ヘイヴン	40	Offensive System: Dexterity	gear	4.6	クリティカル率
2024-04-23	mod	header-utility	ヘイヴン	40	Utility Protocol: Intensity	gear	10.1	スキルヘイスト
2024-04-23	mod	header-he	ヘイヴン	40	Magnetostrictive Material	シールド	4.1	ホルスタード自動回復
2024-04-23	mod	header-he	ヘイヴン	40	Internal Storage	ハイヴ	4.0	射程
2024-04-23	mod	header-he	ヘイヴン	40	Improved Sticky Launcher	粘着爆弾	6.5	持続時間
2024-04-23	mod	header-utility	ベニテス	40	Utility System: Electronics	gear	9.9	スキルヘイスト
2024-04-23	mod	header-offensive	ベニテス	40	Offensive Protocol: Critical	gear	7.3	ヘッドショットダメージ上昇
2024-04-23	mod	header-he	ベニテス	40	Lubrication Gel	タレット	4.3	ダメージ
2024-04-23	mod	header-he	ベニテス	40	Imbued Metal String	ケミランチャー	5.9	回復
2024-04-23	mod	header-he	ベニテス	40	Decoy Projector Internals	デコイ	5.5	持続時間
2024-04-23	mod	header-utility	キャシー	40	Utility Protocol: Intensity	gear	8.6	スキル持続時間
2024-04-23	mod	header-he	キャシー	40	Graphene Battery	ドローン	6.6	偏向持続時間
2024-04-30	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	4.6	クリティカル率
2024-04-30	mod	header-he	ホワイトハウス	40	Gimbal Vibration Damping	ドローン	6.2	持続時間
2024-04-30	mod	header-he	ホワイトハウス	40	Carbon Fiber Barrel	タレット	5.9	持続時間
2024-04-30	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2024-04-30	mod	header-utility	クランショップ	40	Utility System: Assist	gear	10.6	スキルヘイスト
2024-04-30	mod	header-offensive	クランショップ	40	Offensive Protocol: Critical	gear	10.7	クリティカルダメージ
2024-04-30	mod	header-he	クランショップ	40	Trap Electronics Upgrade	トラップ	6.5	ショック範囲
2024-04-30	mod	header-he	クランショップ	40	Hydrocloric Infusion	ケミランチャー	4.3	持続時間
2024-04-30	mod	header-defensive	シアター	40	Defensive System: Mending	gear	8.2	視聴覚ダメージ耐性
2024-04-30	mod	header-he	シアター	40	Phosphorus Ingredient	マイン	6.3	HP
2024-04-30	mod	header-he	シアター	40	Shape-memory Alloy	シールド	4.1	アクティブ自動回復
2024-04-30	mod	header-he	シアター	40	Guiding System	ファイアフライ	1.0	最多ターゲット
2024-04-30	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	5.5	HP
2024-04-30	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	16.4	スキル修復
2024-04-30	mod	header-he	キャンパス	40	Disintegrating Links	ケミランチャー	5.9	範囲
2024-04-30	mod	header-he	キャンパス	40	Cooling Vents	ハイヴ	4.0	スティンガーチャージ
2024-04-30	mod	header-he	キャンパス	40	Atmospheric Analyzer	パルス	14.7	HP
2024-04-30	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.1	持続時間
2024-04-30	mod	header-utility	キャッスル	40	Utility System: Electronics	gear	9.9	スキルヘイスト
2024-04-30	mod	header-he	キャッスル	40	Ultra-Thin Cartridges	ケミランチャー	6.1	スキルヘイスト
2024-04-30	mod	header-he	キャッスル	40	Backpack Battery	ハイヴ	4.2	持続時間
2024-04-30	mod	header-he	キャッスル	40	Exploded Blueprint	パルス	8.6	効果持続時間
2024-04-30	mod	header-he	キャッスル	40	Trap Electronics Upgrade	トラップ	5.7	持続時間
2024-04-30	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	11.0	対エリート防御
2024-04-30	mod	header-he	DZウエスト	40	Magnetic Disc	マイン	1.0	クラスターマイン
2024-04-30	mod	header-he	DZウエスト	40	Magnetostrictive Material	シールド	4.1	シールドHP
2024-04-30	mod	header-he	DZウエスト	40	Microfiller Resin	ファイアフライ	1.0	最多ターゲット
2024-04-30	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-04-30	mod	header-offensive	DZサウス	40	Offensive Protocol: Critical	gear	7.3	ヘッドショットダメージ上昇
2024-04-30	mod	header-he	DZサウス	40	Additional Ordnance	ドローン	4.7	ダメージ軽減
2024-04-30	mod	header-he	DZサウス	40	Lubrication Gel	タレット	4.3	ダメージ
2024-04-30	mod	header-he	DZサウス	40	Improved Sticky Launcher	粘着爆弾	4.9	ブラスト範囲
2024-04-30	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	8.4	スキル持続時間
2024-04-30	mod	header-he	DZイースト	40	Disintegrating Links	ケミランチャー	1.0	弾薬
2024-04-30	mod	header-he	DZイースト	40	Polycarbonate Housing	ハイヴ	4.3	持続時間
2024-04-30	mod	header-he	DZイースト	40	Super Glue	パルス	8.7	効果持続時間
2024-04-30	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.1	持続時間
2024-04-30	mod	header-offensive	ヘイヴン	40	Offensive System: Firearms	gear	10.1	クリティカルダメージ
2024-04-30	mod	header-utility	ヘイヴン	40	Utility Protocol: Intensity	gear	8.5	スキル持続時間
2024-04-30	mod	header-he	ヘイヴン	40	Organic Circuits	タレット	6.0	持続時間
2024-04-30	mod	header-he	ヘイヴン	40	Chromatics Training	ケミランチャー	13.4	トラップHP
2024-04-30	mod	header-he	ヘイヴン	40	Improved Sticky Payload	粘着爆弾	4.9	ブラスト範囲
2024-04-30	mod	header-utility	ベニテス	40	Utility System: Electronics	gear	16.6	スキル修復
2024-04-30	mod	header-defensive	ベニテス	40	Defensive Protocol: Resilience	gear	15341.0	キルによるアーマー
2024-04-30	mod	header-he	ベニテス	40	Carbon Fiber Frame	ドローン	8.3	HP
2024-04-30	mod	header-he	ベニテス	40	Ultra-Thin Cartridges	ケミランチャー	5.8	範囲
2024-04-30	mod	header-he	ベニテス	40	Trap Charge Improvement	トラップ	4.3	持続時間
2024-04-30	mod	header-utility	キャシー	40	Utility System: Assist	gear	10.6	スキルヘイスト
2024-04-30	mod	header-he	キャシー	40	Dielectric Elastomers	シールド	4.5	ホルスタード自動回復
2024-05-07	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	4.3	クリティカル率
2024-05-07	mod	header-he	ホワイトハウス	40	Explosive Requisition	ドローン	2.0	追加爆弾
2024-05-07	mod	header-he	ホワイトハウス	40	Weather Coating	タレット	1.0	追加迫撃砲弾薬
2024-05-07	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	5.0	ブラスト範囲
2024-05-07	mod	header-utility	クランショップ	40	Utility System: Assist	gear	17.0	スキル修復
2024-05-07	mod	header-defensive	クランショップ	40	Defensive System: Mending	gear	17.6	修復量
2024-05-07	mod	header-utility	クランショップ	40	Utility System: Electronics	gear	16.6	スキル修復
2024-05-07	mod	header-he	クランショップ	40	Shape-memory Alloy	シールド	4.3	アクティブ自動回復
2024-05-07	mod	header-defensive	シアター	40	Defensive System: Mending	gear	15165.0	キルによるアーマー
2024-05-07	mod	header-he	シアター	40	Mini Electric Motor	マイン	4.3	ダメージ
2024-05-07	mod	header-he	シアター	40	Smart UHMWPE Lexicon	シールド	1.0	ダメージボーナス(敵1体ごと)
2024-05-07	mod	header-he	シアター	40	Propantriol Adhesive	ファイアフライ	6.0	視覚奪取効果持続時間
2024-05-07	mod	header-he	シアター	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-05-07	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	10.1	スキルヘイスト
2024-05-07	mod	header-he	キャンパス	40	Liquid Nitrogen Cooling System	ケミランチャー	6.0	スキルヘイスト
2024-05-07	mod	header-he	キャンパス	40	Extra Payload	ハイヴ	4.0	回復
2024-05-07	mod	header-he	キャンパス	40	Silicon Carbide Coil	パルス	6.4	コーンサイズ
2024-05-07	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.2	持続時間
2024-05-07	mod	header-utility	キャッスル	40	Utility System: Assist	gear	15.6	スキル修復
2024-05-07	mod	header-he	キャッスル	40	PVA Polymer Coating	ケミランチャー	13.9	トラップHP
2024-05-07	mod	header-he	キャッスル	40	Swarm Control	ハイヴ	7.7	HP
2024-05-07	mod	header-he	キャッスル	40	Heating Mantle	パルス	8.8	効果持続時間
2024-05-07	mod	header-he	キャッスル	40	Trap Charge Improvement	トラップ	4.1	持続時間
2024-05-07	mod	header-defensive	DZウエスト	40	Defensive Protocol: Resilience	gear	8.6	トラップ耐性
2024-05-07	mod	header-he	DZウエスト	40	Sturdy Piston	マイン	4.2	ダメージ
2024-05-07	mod	header-he	DZウエスト	40	Synthetic Mineral Frame	シールド	4.2	ディフレクターダメージ
2024-05-07	mod	header-he	DZウエスト	40	Microfiller Resin	ファイアフライ	1.0	最多ターゲット
2024-05-07	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-05-07	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	7.4	ヘッドショットダメージ上昇
2024-05-07	mod	header-he	DZサウス	40	Gimbal Vibration Damping	ドローン	6.3	持続時間
2024-05-07	mod	header-he	DZサウス	40	Magnetic Rail	タレット	4.1	炎上ダメージ
2024-05-07	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	6.4	ダメージ
2024-05-07	mod	header-utility	DZイースト	40	Utility System: Electronics	gear	16.6	スキル修復
2024-05-07	mod	header-he	DZイースト	40	Cell Penetrating Peptide	ケミランチャー	6.3	炎上強度
2024-05-07	mod	header-he	DZイースト	40	Radar Signal Antennas	ハイヴ	8.4	スティム効率
2024-05-07	mod	header-he	DZイースト	40	Unstable Oscillator	パルス	8.6	範囲
2024-05-07	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.3	持続時間
2024-05-07	mod	header-utility	ヘイヴン	40	Utility System: Electronics	gear	10.1	スキルヘイスト
2024-05-07	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Stamina	gear	11.0	対エリート防御
2024-05-07	mod	header-he	ヘイヴン	40	Graphene Battery	ドローン	6.3	持続時間
2024-05-07	mod	header-he	ヘイヴン	40	RAM Surplus	ファイアフライ	1.0	最多ターゲット
2024-05-07	mod	header-he	ヘイヴン	40	Improved Sticky Launcher	粘着爆弾	4.9	ブラスト範囲
2024-05-07	mod	header-defensive	ベニテス	40	Defensive System: Mending	gear	8.4	電波妨害耐性
2024-05-07	mod	header-defensive	ベニテス	40	Defensive Protocol: Stamina	gear	8.5	混乱耐性
2024-05-07	mod	header-he	ベニテス	40	Thermoresponsive Polymer	シールド	4.1	ホルスタード自動回復
2024-05-07	mod	header-he	ベニテス	40	Steel Harness	ハイヴ	4.0	スティンガーチャージ
2024-05-07	mod	header-he	ベニテス	40	Trap Charge Improvement	トラップ	4.1	持続時間
2024-05-07	mod	header-utility	キャシー	40	Utility System: Assist	gear	17.0	スキル修復
2024-05-07	mod	header-he	キャシー	40	Slip Fit Tube	ケミランチャー	8.3	トラップ持続時間
2024-05-14	mod	header-offensive	ホワイトハウス	40	Offensive System: Dexterity	gear	7.3	ヘッドショットダメージ上昇
2024-05-14	mod	header-he	ホワイトハウス	40	Freedom Package	ドローン	8.3	スキャン範囲
2024-05-14	mod	header-he	ホワイトハウス	40	Magnetic Rail	タレット	4.2	炎上ダメージ
2024-05-14	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	6.4	ダメージ
2024-05-14	mod	header-defensive	クランショップ	40	Defensive Protocol: Resilience	gear	8.9	出血耐性
2024-05-14	mod	header-he	クランショップ	40	Microwave Amplifier	パルス	6.6	コーンサイズ
2024-05-14	mod	header-he	クランショップ	40	Polycarbonate Housing	ハイヴ	4.4	持続時間
2024-05-14	mod	header-he	クランショップ	40	Delivery System Upgrade	マイン	4.5	ダメージ
2024-05-14	mod	header-defensive	シアター	40	Defensive Protocol: Resilience	gear	17.0	修復量
2024-05-14	mod	header-he	シアター	40	Brushless DC-motor	マイン	5.0	スキルヘイスト
2024-05-14	mod	header-he	シアター	40	Weaved Aramid Fiber	シールド	4.0	ダメージボーナス(敵1体ごと)
2024-05-14	mod	header-he	シアター	40	Microfiller Resin	ファイアフライ	1.0	最多ターゲット
2024-05-14	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2024-05-14	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	10.2	スキルヘイスト
2024-05-14	mod	header-he	キャンパス	40	Piranha Solution	ケミランチャー	6.4	炎上強度
2024-05-14	mod	header-he	キャンパス	40	Extra Payload	ハイヴ	4.2	ダメージ
2024-05-14	mod	header-he	キャンパス	40	Distributed Architecture	パルス	6.4	コーンサイズ
2024-05-14	mod	header-he	キャンパス	40	Trap Electronics Upgrade	トラップ	5.9	ショック範囲
2024-05-14	mod	header-utility	キャッスル	40	Utility System: Assist	gear	16.4	スキル修復
2024-05-14	mod	header-he	キャッスル	40	Chromatics Training	ケミランチャー	13.6	トラップHP
2024-05-14	mod	header-he	キャッスル	40	Nitroglycerin Mixture	ハイヴ	4.0	修復チャージ
2024-05-14	mod	header-he	キャッスル	40	Atmospheric Analyzer	パルス	8.7	効果持続時間
2024-05-14	mod	header-he	キャッスル	40	Trap Charge Improvement	トラップ	4.1	持続時間
2024-05-14	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.5	パルス耐性
2024-05-14	mod	header-he	DZウエスト	40	Phosphorus Ingredient	マイン	1.0	クラスターマイン
2024-05-14	mod	header-he	DZウエスト	40	Liquid Metal Microdroplets	シールド	4.0	ダメージボーナス(敵1体ごと)
2024-05-14	mod	header-he	DZウエスト	40	Alignment Valve	ファイアフライ	5.9	スキルヘイスト
2024-05-14	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-05-14	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	7.4	ヘッドショットダメージ上昇
2024-05-14	mod	header-he	DZサウス	40	Terminal Ballistics	ドローン	2.0	追加爆弾
2024-05-14	mod	header-he	DZサウス	40	Cyclone Magazine	タレット	4.1	炎上ダメージ
2024-05-14	mod	header-he	DZサウス	40	Improved Sticky Payload	ケミランチャー	4.0	炎上持続時間
2024-05-14	mod	header-utility	DZイースト	40	Utility System: Assist	gear	8.5	スキル持続時間
2024-05-14	mod	header-he	DZイースト	40	Slip Fit Tube	ケミランチャー	4.1	ダメージ
2024-05-14	mod	header-he	DZイースト	40	Internal Storage	ハイヴ	4.0	射程
2024-05-14	mod	header-he	DZイースト	40	Nickel-Chromium Wire	パルス	8.6	範囲
2024-05-14	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.2	持続時間
2024-05-14	mod	header-offensive	ヘイヴン	40	Offensive System: Firearms	gear	7.0	ヘッドショットダメージ上昇
2024-05-14	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Resilience	gear	8.5	出血耐性
2024-05-14	mod	header-he	ヘイヴン	40	Titanium Reinforcement	シールド	4.2	シールド
2024-05-14	mod	header-he	ヘイヴン	40	Internal Storage	ハイヴ	4.0	射程
2024-05-14	mod	header-he	ヘイヴン	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-05-14	mod	header-utility	ベニテス	40	Utility System: Electronics	gear	15.6	スキル修復
2024-05-14	mod	header-utility	ベニテス	40	Utility Protocol: Intensity	gear	8.5	スキル持続時間
2024-05-14	mod	header-he	ベニテス	40	Supramolecular Networks	シールド	4.0	ダメージボーナス(敵1体ごと)
2024-05-14	mod	header-he	ベニテス	40	Microwave Amplifier	パルス	8.7	範囲
2024-05-14	mod	header-he	ベニテス	40	Trap Charge Improvement	トラップ	4.1	持続時間
2024-05-14	mod	header-defensive	キャシー	40	Defensive Protocol: Resilience	gear	8.9	出血耐性
2024-05-14	mod	header-he	キャシー	40	Microwave Amplifier	パルス	6.6	コーンサイズ
2024-05-21	mod	header-offensive	ホワイトハウス	40	Offensive System: Firearms	gear	10.2	クリティカルダメージ
2024-05-21	mod	header-he	ホワイトハウス	40	Trauma Analyzer	ドローン	8.0	スキャン範囲
2024-05-21	mod	header-he	ホワイトハウス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2024-05-21	mod	header-he	ホワイトハウス	40	Improved Sticky Launcher	粘着爆弾	4.2	スキルヘイスト
2024-05-21	mod	header-offensive	クランショップ	40	Offensive System: Firearms	gear	10.5	クリティカルダメージ
2024-05-21	mod	header-defensive	クランショップ	40	Defensive System: Mending	gear	9.0	視聴覚ダメージ耐性
2024-05-21	mod	header-offensive	クランショップ	40	Offensive Protocol: Critical	gear	10.6	クリティカルダメージ
2024-05-21	mod	header-he	クランショップ	40	Silicon Carbide Coil	パルス	6.8	コーンサイズ
2024-05-21	mod	header-defensive	シアター	40	Defensive Protocol: Resilience	gear	8.5	トラップ耐性
2024-05-21	mod	header-he	シアター	40	Magnetic Disc	マイン	6.2	HP
2024-05-21	mod	header-he	シアター	40	Thermoresponsive Polymer	シールド	4.2	シールドHP
2024-05-21	mod	header-he	シアター	40	Tungsten Compound	ファイアフライ	6.1	ダメージ
2024-05-21	mod	header-he	シアター	40	Decoy Projector Internals	デコイ	5.5	持続時間
2024-05-21	mod	header-utility	キャンパス	40	Utility Protocol: Intensity	gear	8.2	スキル持続時間
2024-05-21	mod	header-he	キャンパス	40	Liquid Nitrogen Cooling System	ケミランチャー	4.1	持続時間
2024-05-21	mod	header-he	キャンパス	40	Steel Harness	ハイヴ	4.0	スティンガーチャージ
2024-05-21	mod	header-he	キャンパス	40	Atmospheric Analyzer	パルス	14.7	HP
2024-05-21	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.2	持続時間
2024-05-21	mod	header-utility	キャッスル	40	Utility System: Electronics	gear	16.2	スキル修復
2024-05-21	mod	header-he	キャッスル	40	Piranha Solution	ケミランチャー	13.6	トラップHP
2024-05-21	mod	header-he	キャッスル	40	Steel Harness	ハイヴ	4.0	スティンガーチャージ
2024-05-21	mod	header-he	キャッスル	40	Heating Mantle	パルス	5.0	スキルヘイスト
2024-05-21	mod	header-he	キャッスル	40	Trap Charge Improvement	トラップ	4.2	持続時間
2024-05-21	mod	header-defensive	DZウエスト	40	Defensive System: Mending	gear	8.5	電波妨害耐性
2024-05-21	mod	header-he	DZウエスト	40	Brushless DC-motor	マイン	4.1	範囲
2024-05-21	mod	header-he	DZウエスト	40	Synthetic Mineral Frame	シールド	4.3	ディフレクターダメージ
2024-05-21	mod	header-he	DZウエスト	40	Alignment Valve	ファイアフライ	5.9	スキルヘイスト
2024-05-21	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2024-05-21	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	10.2	クリティカルダメージ
2024-05-21	mod	header-he	DZサウス	40	Electric Soldering Tool	ドローン	6.3	偏向持続時間
2024-05-21	mod	header-he	DZサウス	40	Lubrication Gel	タレット	4.2	ダメージ
2024-05-21	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	6.5	ダメージ
2024-05-21	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	10.3	スキルヘイスト
2024-05-21	mod	header-he	DZイースト	40	Cell Penetrating Peptide	ケミランチャー	4.2	ダメージ
2024-05-21	mod	header-he	DZイースト	40	Internal Storage	ハイヴ	4.0	スティムチャージ
2024-05-21	mod	header-he	DZイースト	40	Microwave Amplifier	パルス	6.3	コーンサイズ
2024-05-21	mod	header-he	DZイースト	40	Trap Electronics Upgrade	トラップ	6.0	ショック範囲
2024-05-21	mod	header-defensive	ヘイヴン	40	Defensive System: Mending	gear	11.0	対エリート防御
2024-05-21	mod	header-utility	ヘイヴン	40	Utility Protocol: Intensity	gear	8.6	スキル持続時間
2024-05-21	mod	header-he	ヘイヴン	40	Sturdy Piston	マイン	5.0	スキルヘイスト
2024-05-21	mod	header-he	ヘイヴン	40	Vac Pack	ファイアフライ	5.8	ダメージ
2024-05-21	mod	header-he	ヘイヴン	40	Trap Charge Improvement	トラップ	4.3	持続時間
2024-05-21	mod	header-utility	ベニテス	40	Utility System: Assist	gear	15.8	スキル修復
2024-05-21	mod	header-offensive	ベニテス	40	Offensive Protocol: Critical	gear	4.4	クリティカル率
2024-05-21	mod	header-he	ベニテス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2024-05-21	mod	header-he	ベニテス	40	Polypropylene Recipe	ケミランチャー	6.0	スキルヘイスト
2024-05-21	mod	header-he	ベニテス	40	Trap Charge Improvement	トラップ	4.2	持続時間
2024-05-21	mod	header-offensive	キャシー	40	Offensive System: Firearms	gear	10.5	クリティカルダメージ
2024-05-21	mod	header-he	キャシー	40	Magnetic Disc	マイン	1.0	クラスターマイン
2024-05-28	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	10.3	クリティカルダメージ
2024-05-28	mod	header-he	ホワイトハウス	40	Blitzkrieg Blasting Powder	ドローン	6.4	持続時間
2024-05-28	mod	header-he	ホワイトハウス	40	Multi-Tool	タレット	5.9	持続時間
2024-05-28	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.7	ブラスト範囲
2024-05-28	mod	header-offensive	クランショップ	40	Offensive System: Firearms	gear	8.0	ヘッドショットダメージ上昇
2024-05-28	mod	header-he	クランショップ	40	Tungsten Compound	ファイアフライ	6.3	視覚奪取効果持続時間
2024-05-28	mod	header-he	クランショップ	40	Magnetic Rail	タレット	4.3	ダメージ
2024-05-28	mod	header-he	クランショップ	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2024-05-28	mod	header-defensive	シアター	40	Defensive Protocol: Resilience	gear	16020.0	キルによるアーマー
