DATE	type	rarity	vendor	level	name	dmg	rpm	mag	talent	attribute1	attribute2	attribute3
2025-12-30	weapon	header-named	DZ South	40	Grown Great - M1928	70,518	600	30	Perfect Stabilize	<span class="icon-weapons"></span>10.6% SMG Damage	<span class="icon-weapons"></span>14.5% Critical Hit Chance	<span class="icon-weapons"></span>8.5% Accuracy
2025-12-30	weapon	header-he	DZ South	40	ACR-E	53,124	650	30	Spike	<span class="icon-weapons"></span>12.6% AR Damage	<span class="icon-weapons"></span>13% Health Damage	<span class="icon-weapons"></span>7.5% Reload Speed
2025-12-30	weapon	header-he	DZ South	40	M1911	101,076	310	7	Ranger	<span class="icon-weapons"></span>10.4% Pistol Damage	<span class="icon-weapons"></span>9% Headshot Damage	-
2025-12-30	weapon	header-he	DZ East	40	Tactical .308	376,096	70	8	Strained	<span class="icon-weapons"></span>10.5% MMR Damage	<span class="icon-weapons"></span>83% Headshot Damage	<span class="icon-weapons"></span>6% Damage to Armor
2025-12-30	weapon	header-he	DZ East	40	Black Market RPK-74 E	55,474	650	45	Ignited	<span class="icon-weapons"></span>11.6% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>12.2% Swap Speed
2025-12-30	weapon	header-he	Haven	40	MP5A2	51,713	800	32	Steady Handed	<span class="icon-weapons"></span>11% SMG Damage	<span class="icon-weapons"></span>15% Critical Hit Chance	<span class="icon-weapons"></span>9% Headshot Damage
2025-12-30	weapon	header-he	Haven	40	Tactical .308	376,096	70	8	Precision Strike	<span class="icon-weapons"></span>15% MMR Damage	<span class="icon-weapons"></span>85% Headshot Damage	<span class="icon-weapons"></span>6% Health Damage
2025-12-30	weapon	header-he	Haven	40	Double Barrel Shotgun	620,556	200	2	Sledgehammer	<span class="icon-weapons"></span>12.4% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>7% Damage Out of Cover
2025-12-30	weapon	header-he	Haven	40	93R	32,908	1100	20	Vindictive	<span class="icon-weapons"></span>11.1% Pistol Damage	<span class="icon-weapons"></span>3.6% Rate of Fire	-
2025-12-30	weapon	header-he	Benitez	40	Black Market T821	66,757	550	32	Ranger	<span class="icon-weapons"></span>11% SMG Damage	<span class="icon-weapons"></span>15% Critical Hit Chance	<span class="icon-weapons"></span>8.8% Reload Speed
2025-12-30	weapon	header-he	Benitez	40	IWI NEGEV	37,610	850	100	Stabilize	<span class="icon-weapons"></span>9.8% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>5% Damage to Armor
2025-12-30	weapon	header-he	Benitez	40	ACS-12	169,243	300	20	Soft Spot	<span class="icon-weapons"></span>11.1% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>6% Damage Out of Cover
2025-12-30	weapon	header-he	Benitez	40	D50	220,956	150	8	Future Perfect	<span class="icon-weapons"></span>9.6% Pistol Damage	<span class="icon-weapons"></span>8% Critical Hit Chance	-
2025-12-30	weapon	header-he	The Bridge	40	F2000	45,132	850	30	Close & Personal	<span class="icon-weapons"></span>10.1% AR Damage	<span class="icon-weapons"></span>14.5% Health Damage	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2025-12-30	weapon	header-he	The Bridge	40	IWI NEGEV	37,610	850	100	Optimist	<span class="icon-weapons"></span>10.6% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>7% Health Damage
2025-12-30	weapon	header-he	The Bridge	40	Police Mk17	116,120	275	20	Close & Personal	<span class="icon-weapons"></span>10.63% Rifle Damage	<span class="icon-weapons"></span>14% Critical Hit Damage	<span class="icon-weapons"></span>7% Damage Out of Cover
2025-12-30	weapon	header-he	The Bridge	40	93R	32,908	1100	20	Finisher	<span class="icon-weapons"></span>7.9% Pistol Damage	<span class="icon-weapons"></span>9% Health Damage	-
2025-12-30	weapon	header-named	The Castle	40	Carnage - IWI NEGEV	37,610	850	100	Perfect Sadist	<span class="icon-weapons"></span>10.1% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>9.5% Magazine Size
2025-12-30	weapon	header-he	The Castle	40	M700 Carbon	376,096	54	7	Pressure Point	<span class="icon-weapons"></span>10.8% MMR Damage	<span class="icon-weapons"></span>92% Headshot Damage	<span class="icon-weapons"></span>7% Critical Hit Chance
2025-12-30	weapon	header-he	The Castle	40	Military M60 E4	61,116	500	100	Sledgehammer	<span class="icon-weapons"></span>10.8% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>6% Health Damage
2025-12-30	weapon	header-named	Cassie	40	Swap Chain - MP7	47,952	950	40	Perfect Unwavering	<span class="icon-weapons"></span>9.5% SMG Damage	<span class="icon-weapons"></span>21% Critical Hit Chance	<span class="icon-weapons"></span>5% Damage to Armor
2025-12-30	weapon	header-named	Cassie	40	Shield Splinterer - F2000	45,132	850	30	Perfect Optimist	<span class="icon-weapons"></span>11.3% AR Damage	<span class="icon-weapons"></span>16.5% Health Damage	<span class="icon-weapons"></span>8% Critical Hit Damage
2025-12-30	weapon	header-named	Cassie	40	Huntsman - FAMAS 2010	44,191	900	30	Perfect Frenzy	<span class="icon-weapons"></span>13.4% AR Damage	<span class="icon-weapons"></span>17% Health Damage	<span class="icon-weapons"></span>8% Critical Hit Damage
2025-12-30	weapon	header-he	Cassie	40	Stoner LAMG	47,952	580	200	Close & Personal	<span class="icon-weapons"></span>13.3% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>9.1% Stability
2025-12-30	weapon	header-he	Cassie	40	SPAS-12	646,883	70	8	Fast Hands	<span class="icon-weapons"></span>11.9% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>9% Accuracy
2026-01-06	weapon	header-he	White House	40	Enhanced PP-19	59,705	700	53	Thunder Strike	<span class="icon-weapons"></span>11.7% SMG Damage	<span class="icon-weapons"></span>13.5% Critical Hit Chance	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-06	weapon	header-he	White House	40	SIG 556	50,773	720	30	Strained	<span class="icon-weapons"></span>10.8% AR Damage	<span class="icon-weapons"></span>16.5% Health Damage	<span class="icon-weapons"></span>7.9% Accuracy
2026-01-06	weapon	header-he	White House	40	586 Magnum	190,339	160	6	Sledgehammer	<span class="icon-weapons"></span>11% Pistol Damage	<span class="icon-weapons"></span>9% Magazine Size	-
2026-01-06	weapon	header-named	Clan	40	Baker's Dozen - Classic M1A	205,442	180	10	Perfect Lucky Shot	<span class="icon-weapons"></span>12.6% Rifle Damage	<span class="icon-weapons"></span>8% Critical Hit Damage	<span class="icon-weapons"></span>9.5% Health Damage
2026-01-06	weapon	header-he	Clan	40	Resolute MK47	104,837	300	30	Breadbasket	<span class="icon-weapons"></span>12.7% Rifle Damage	<span class="icon-weapons"></span>15% Critical Hit Damage	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-06	weapon	header-he	Clan	40	IWI NEGEV	37,610	850	100	Thunder Strike	<span class="icon-weapons"></span>12.9% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-06	weapon	header-he	Clan	40	586 Magnum	190,339	160	6	Perpetuation	<span class="icon-weapons"></span>12% Pistol Damage	<span class="icon-weapons"></span>9.6% Accuracy	-
2026-01-06	weapon	header-he	Clan	40	Stoner LAMG	47,952	580	200	Optimist	<span class="icon-weapons"></span>11.1% LMG Damage	<span class="icon-weapons"></span>11% Damage Out of Cover	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-06	weapon	header-named	Countdown	40	Tabula Rasa - Military L86 LSW	59,705	610	30	Steady Handed	<span class="icon-weapons"></span>12.4% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>10.5% Magazine Size
2026-01-06	weapon	header-named	Countdown	40	Glory Daze - Custom P416 G3	47,952	750	30	Perfectly Near Sighted	<span class="icon-weapons"></span>12.4% AR Damage	<span class="icon-weapons"></span>17% Health Damage	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-06	weapon	header-named	The Theater	40	Lockdown - M870 Express	695,775	75	5	Perfect Immobilize	<span class="icon-weapons"></span>10.4% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-06	weapon	header-he	The Theater	40	Tactical SASG-12 K	364,812	180	7	Killer	<span class="icon-weapons"></span>8.3% Shotgun Damage	<span class="icon-weapons"></span>10% Damage to Armor	<span class="icon-weapons"></span>3.7% Rate of Fire
2026-01-06	weapon	header-he	The Theater	40	SIG 716 CQB	99,665	320	20	Behind You	<span class="icon-weapons"></span>9.1% Rifle Damage	<span class="icon-weapons"></span>14% Critical Hit Damage	<span class="icon-weapons"></span>7.5% Health Damage
2026-01-06	weapon	header-he	The Campus	40	Tactical .308	376,096	70	8	Sadist	<span class="icon-weapons"></span>10.9% MMR Damage	<span class="icon-weapons"></span>78% Headshot Damage	<span class="icon-weapons"></span>9% Critical Hit Chance
2026-01-06	weapon	header-he	The Campus	40	Classic M60	63,466	500	100	Close & Personal	<span class="icon-weapons"></span>10.9% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>8.7% Reload Speed
2026-01-06	weapon	header-he	The Castle	40	Covert SRS	338,957	60	7	Eyeless	<span class="icon-weapons"></span>13.2% MMR Damage	<span class="icon-weapons"></span>76% Headshot Damage	<span class="icon-weapons"></span>8.2% Reload Speed
2026-01-06	weapon	header-he	The Castle	40	IWI NEGEV	37,610	850	100	Fast Hands	<span class="icon-weapons"></span>10.2% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>9% Magazine Size
2026-01-06	weapon	header-he	DZ West	40	Military M870	695,775	75	5	Pummel	<span class="icon-weapons"></span>11.1% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>8% Damage Out of Cover
2026-01-06	weapon	header-he	DZ West	40	Military Mk17	116,120	275	20	Perpetuation	<span class="icon-weapons"></span>10.2% Rifle Damage	<span class="icon-weapons"></span>9% Critical Hit Damage	<span class="icon-weapons"></span>14.7% Swap Speed
2026-01-06	weapon	header-named	DZ South	40	Orbit - 586 Magnum	190,339	160	6	Perfect Finisher	<span class="icon-weapons"></span>10.9% Pistol Damage	<span class="icon-weapons"></span>7% Critical Hit Damage	-
2026-01-06	weapon	header-he	DZ South	40	Black Market T821	66,757	550	32	Stabilize	<span class="icon-weapons"></span>10.3% SMG Damage	<span class="icon-weapons"></span>16.5% Critical Hit Chance	<span class="icon-weapons"></span>7% Damage Out of Cover
2026-01-06	weapon	header-he	DZ South	40	ACR	53,124	650	30	Breadbasket	<span class="icon-weapons"></span>10.7% AR Damage	<span class="icon-weapons"></span>14.5% Health Damage	<span class="icon-weapons"></span>7% Critical Hit Chance
2026-01-06	weapon	header-he	DZ South	40	Tactical M1911	98,725	310	7	Strained	<span class="icon-weapons"></span>10.8% Pistol Damage	<span class="icon-weapons"></span>3.5% Rate of Fire	-
2026-01-06	weapon	header-named	DZ East	40	Good Times - Black Market M60 E6	61,116	500	100	Perfect Fast Hands	<span class="icon-weapons"></span>13.5% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-06	weapon	header-he	DZ East	40	Classic M44 Carbine	423,108	55	5	Spike	<span class="icon-weapons"></span>10.3% MMR Damage	<span class="icon-weapons"></span>89% Headshot Damage	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-06	weapon	header-named	DZ East	40	Big Show - MG5	43,251	800	50	Thunder Strike	<span class="icon-weapons"></span>7.4% LMG Damage	<span class="icon-weapons"></span>10% Damage Out of Cover	<span class="icon-weapons"></span>5% Damage to Armor
2026-01-06	weapon	header-named	Haven	40	Grown Great - M1928	70,518	600	30	Stabilize	<span class="icon-weapons"></span>10.6% SMG Damage	<span class="icon-weapons"></span>13.5% Critical Hit Chance	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-06	weapon	header-he	Haven	40	Classic M44 Carbine	423,108	55	5	Optimist	<span class="icon-weapons"></span>14.8% MMR Damage	<span class="icon-weapons"></span>79% Headshot Damage	<span class="icon-weapons"></span>15% Optimal Range
2026-01-06	weapon	header-he	Haven	40	Police Mk17	116,120	275	20	Precision Strike	<span class="icon-weapons"></span>6.7% Rifle Damage	<span class="icon-weapons"></span>17% Critical Hit Damage	<span class="icon-weapons"></span>12.9% Swap Speed
2026-01-06	weapon	header-he	Haven	40	Px4 Storm Type T	79,920	380	17	Flatline	<span class="icon-weapons"></span>15% Pistol Damage	<span class="icon-weapons"></span>5.5% Reload Speed	-
2026-01-06	weapon	header-he	Benitez	40	Tactical UMP-45	65,817	600	30	Ignited	<span class="icon-weapons"></span>7.9% SMG Damage	<span class="icon-weapons"></span>21% Critical Hit Chance	<span class="icon-weapons"></span>6.4% Stability
2026-01-06	weapon	header-he	Benitez	40	Military M60 E4	61,116	500	100	Flatline	<span class="icon-weapons"></span>11.1% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-06	weapon	header-named	Benitez	40	Like Glue - Super 90	440,031	160	8	Perfect Brazen	<span class="icon-weapons"></span>11% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>19.5% Optimal Range
2026-01-06	weapon	header-he	Benitez	40	586 Magnum	190,339	160	6	Reformation	<span class="icon-weapons"></span>10.8% Pistol Damage	<span class="icon-weapons"></span>5% Damage to Armor	-
2026-01-06	weapon	header-he	The Bridge	40	MP5 ST	51,713	800	32	Perpetuation	<span class="icon-weapons"></span>9.9% SMG Damage	<span class="icon-weapons"></span>13.5% Critical Hit Chance	<span class="icon-weapons"></span>7.5% Health Damage
2026-01-06	weapon	header-he	The Bridge	40	Military L86 LSW	59,705	610	30	In Sync	<span class="icon-weapons"></span>10.5% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-06	weapon	header-he	The Bridge	40	Lightweight M4	103,987	360	30	Vindictive	<span class="icon-weapons"></span>10% Rifle Damage	<span class="icon-weapons"></span>13% Critical Hit Damage	<span class="icon-weapons"></span>8.5% Magazine Size
2026-01-06	weapon	header-he	The Bridge	40	Tactical M1911	98,725	310	7	Lucky Shot	<span class="icon-weapons"></span>10.4% Pistol Damage	<span class="icon-weapons"></span>7% Damage Out of Cover	-
2026-01-06	weapon	header-named	Cassie	40	Tabula Rasa - Military L86 LSW	59,705	610	30	Perfectly Steady Handed	<span class="icon-weapons"></span>12.4% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>10.5% Magazine Size
2026-01-06	weapon	header-named	Cassie	40	Shield Splinterer - F2000	45,132	850	30	Perfect Optimist	<span class="icon-weapons"></span>12.4% AR Damage	<span class="icon-weapons"></span>17% Health Damage	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-06	weapon	header-named	Cassie	40	Huntsman - FAMAS 2010	44,191	900	30	Perfect Frenzy	<span class="icon-weapons"></span>7.3% AR Damage	<span class="icon-weapons"></span>18.5% Health Damage	<span class="icon-weapons"></span>15% Swap Speed
2026-01-06	weapon	header-he	Cassie	40	Police UMP-45	65,817	600	30	Flatline	<span class="icon-weapons"></span>11.1% SMG Damage	<span class="icon-weapons"></span>19% Critical Hit Chance	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-06	weapon	header-he	Cassie	40	Marine Super 90	440,031	160	8	Optimist	<span class="icon-weapons"></span>11.3% Shotgun Damage	<span class="icon-weapons"></span>10% Damage to Armor	<span class="icon-weapons"></span>9% Critical Hit Damage
2026-01-13	weapon	header-named	White House	40	Kingbreaker		650	30	Perfect Flatline	<span class="icon-weapons"></span>6.7% AR Damage	<span class="icon-weapons"></span>16.5% Health Damage	<span class="icon-weapons"></span>5% Damage to Armor
2026-01-13	weapon	header-he	White House	40	Tommy Gun	55,474	800	50	Unwavering	<span class="icon-weapons"></span>4.7% SMG Damage	<span class="icon-weapons"></span>19.5% Critical Hit Chance	<span class="icon-weapons"></span>14.4% Swap Speed
2026-01-13	weapon	header-he	White House	40	Mk16	55,504	625	30	Future Perfect	<span class="icon-weapons"></span>10.7% AR Damage	<span class="icon-weapons"></span>13.5% Health Damage	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-13	weapon	header-he	White House	40	First Wave PF45	82,741	370	12	Killer	<span class="icon-weapons"></span>11.2% Pistol Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	-
2026-01-13	weapon	header-named	Clan	40	Born Great - G36		750	30	Perfect Stabilize	<span class="icon-weapons"></span>11.9% AR Damage	<span class="icon-weapons"></span>15.5% Health Damage	<span class="icon-weapons"></span>20% Optimal Range
2026-01-13	weapon	header-he	Clan	40	MP7	47,952	950	40	Unwavering	<span class="icon-weapons"></span>12.1% SMG Damage	<span class="icon-weapons"></span>16.5% Critical Hit Chance	<span class="icon-weapons"></span>10.1% Reload Speed
2026-01-13	weapon	header-he	Clan	40	MP5A2	51,713	800	32	Sledgehammer	<span class="icon-weapons"></span>12.2% SMG Damage	<span class="icon-weapons"></span>17% Critical Hit Chance	<span class="icon-weapons"></span>10% Magazine Size
2026-01-13	weapon	header-he	Clan	40	Resolute MK47	104,837	300	30	Ranger	<span class="icon-weapons"></span>15% Rifle Damage	<span class="icon-weapons"></span>11% Critical Hit Damage	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-13	weapon	header-he	Clan	40	X-45 Tactical	76,630	400	15	Steady Handed	<span class="icon-weapons"></span>10.6% Pistol Damage	<span class="icon-weapons"></span>6% Damage to Armor	-
2026-01-13	weapon	header-he	Clan	40	Tactical Super 90 SBS	440,031	160	8	Perpetuation	<span class="icon-weapons"></span>11% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>14.2% Swap Speed
2026-01-13	weapon	header-named	Countdown	40	Rusty - Classic RPK-74	55,474	650	45	Perfect Pressure Point	<span class="icon-weapons"></span>11.4% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>7.5% Critical Hit Chance
2026-01-13	weapon	header-named	Countdown	40	Black Friday - M249 B	56,414	550	100	Perfectly Strained	<span class="icon-weapons"></span>12.3% LMG Damage	<span class="icon-weapons"></span>10% Damage Out of Cover	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-13	weapon	header-named	The Theater	40	Whisper	84,622	400	30	Perfectly Behind You	<span class="icon-weapons"></span>10% Rifle Damage	<span class="icon-weapons"></span>13% Critical Hit Damage	<span class="icon-weapons"></span>8% Reload Speed
2026-01-13	weapon	header-he	The Theater	40	SASG-12	364,812	180	7	Ignited	<span class="icon-weapons"></span>11.3% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-13	weapon	header-he	The Theater	40	Police Mk17	116,120	275	20	Future Perfect	<span class="icon-weapons"></span>10.8% Rifle Damage	<span class="icon-weapons"></span>12% Critical Hit Damage	<span class="icon-weapons"></span>5% Damage to Armor
2026-01-13	weapon	header-named	The Campus	40	Relic - G28	146,677	275	20	Perfectly Determined	<span class="icon-weapons"></span>10.1% MMR Damage	<span class="icon-weapons"></span>91% Headshot Damage	<span class="icon-weapons"></span>5% Damage to Armor
2026-01-13	weapon	header-he	The Campus	40	Surplus SVD	159,841	260	10	Immobilize	<span class="icon-weapons"></span>10.7% MMR Damage	<span class="icon-weapons"></span>91% Headshot Damage	<span class="icon-weapons"></span>7% Health Damage
2026-01-13	weapon	header-he	The Campus	40	Classic RPK-74	55,474	650	45	Thunder Strike	<span class="icon-weapons"></span>10.5% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-13	weapon	header-named	The Castle	40	Commando - Paratrooper SVD	159,841	260	10	Perfectly Naked	<span class="icon-weapons"></span>10.4% MMR Damage	<span class="icon-weapons"></span>90% Headshot Damage	<span class="icon-weapons"></span>7% Damage Out of Cover
2026-01-13	weapon	header-he	The Castle	40	M700 Tactical	376,096	54	7	Sledgehammer	<span class="icon-weapons"></span>10.4% MMR Damage	<span class="icon-weapons"></span>90% Headshot Damage	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-13	weapon	header-he	The Castle	40	Tactical M249 Para	56,414	550	100	Sadist	<span class="icon-weapons"></span>6.7% LMG Damage	<span class="icon-weapons"></span>11% Damage Out of Cover	<span class="icon-weapons"></span>7.5% Critical Hit Chance
2026-01-13	weapon	header-he	DZ West	40	SPAS-12	646,883	70	8	Pummel	<span class="icon-weapons"></span>11.3% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>8% Damage Out of Cover
2026-01-13	weapon	header-he	DZ West	40	Military Mk17	116,120	275	20	Soft Spot	<span class="icon-weapons"></span>10.4% Rifle Damage	<span class="icon-weapons"></span>12% Critical Hit Damage	<span class="icon-weapons"></span>5% Damage to Armor
2026-01-13	weapon	header-named	DZ South	40	Grown Great - M1928	70,518	600	30	Perfect Stabilize	<span class="icon-weapons"></span>10.3% SMG Damage	<span class="icon-weapons"></span>15.5% Critical Hit Chance	<span class="icon-weapons"></span>11.9% Swap Speed
2026-01-13	weapon	header-he	DZ South	40	FAMAS 2010	44,191	900	30	Overflowing	<span class="icon-weapons"></span>10.3% AR Damage	<span class="icon-weapons"></span>14% Health Damage	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-13	weapon	header-he	DZ South	40	Diceros	169,243	180	6	Finisher	<span class="icon-weapons"></span>11.4% Pistol Damage	<span class="icon-weapons"></span>5% Damage to Armor	-
2026-01-13	weapon	header-named	DZ East	40	Black Friday - M249 B	56,414	550	100	Perfectly Unhinged	<span class="icon-weapons"></span>10% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>11.8% Swap Speed
2026-01-13	weapon	header-he	DZ East	40	Custom M44	376,096	65	5	Sledgehammer	<span class="icon-weapons"></span>9.7% MMR Damage	<span class="icon-weapons"></span>105% Headshot Damage	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-13	weapon	header-he	DZ East	40	Custom L86 A2	59,705	610	30	Eyeless	<span class="icon-weapons"></span>15% LMG Damage	<span class="icon-weapons"></span>7% Damage Out of Cover	<span class="icon-weapons"></span>3% Rate of Fire
2026-01-13	weapon	header-he	Haven	40	PP-19	59,705	700	53	Ignited	<span class="icon-weapons"></span>12.8% SMG Damage	<span class="icon-weapons"></span>15% Critical Hit Chance	<span class="icon-weapons"></span>6% Health Damage
2026-01-13	weapon	header-he	Haven	40	SRS A1	338,957	60	7	In Sync	<span class="icon-weapons"></span>11.1% MMR Damage	<span class="icon-weapons"></span>93% Headshot Damage	<span class="icon-weapons"></span>8.9% Accuracy
2026-01-13	weapon	header-he	Haven	40	1886	342,247	100	5	Close & Personal	<span class="icon-weapons"></span>11.1% Rifle Damage	<span class="icon-weapons"></span>12% Critical Hit Damage	<span class="icon-weapons"></span>7% Damage Out of Cover
2026-01-13	weapon	header-he	Haven	40	Custom PF45	82,741	370	15	Reformation	<span class="icon-weapons"></span>10.5% Pistol Damage	<span class="icon-weapons"></span>9% Headshot Damage	-
2026-01-13	weapon	header-he	Benitez	40	AK-M	52,056	600	30	Pressure Point	<span class="icon-weapons"></span>7.6% AR Damage	<span class="icon-weapons"></span>14.5% Health Damage	<span class="icon-weapons"></span>11% Accuracy
2026-01-13	weapon	header-he	Benitez	40	M249 B	56,414	550	100	Precision Strike	<span class="icon-weapons"></span>13.1% LMG Damage	<span class="icon-weapons"></span>10% Damage Out of Cover	<span class="icon-weapons"></span>13.5% Optimal Range
2026-01-13	weapon	header-named	Benitez	40	Thorn - SPAS-12	646,883	70	8	Brazen	<span class="icon-weapons"></span>10.5% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>18% Optimal Range
2026-01-13	weapon	header-he	Benitez	40	KARD-45	109,068	310	7	Finisher	<span class="icon-weapons"></span>10.8% Pistol Damage	<span class="icon-weapons"></span>9% Headshot Damage	-
2026-01-13	weapon	header-he	The Bridge	40	Honey Badger	47,952	790	30	Ignited	<span class="icon-weapons"></span>10.4% AR Damage	<span class="icon-weapons"></span>14.5% Health Damage	<span class="icon-weapons"></span>8.8% Stability
2026-01-13	weapon	header-he	The Bridge	40	Classic RPK-74	55,474	650	45	Close & Personal	<span class="icon-weapons"></span>11.1% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>8.9% Reload Speed
2026-01-13	weapon	header-he	The Bridge	40	Resolute MK47	104,837	300	30	Boomerang	<span class="icon-weapons"></span>13% Rifle Damage	<span class="icon-weapons"></span>12% Critical Hit Damage	<span class="icon-weapons"></span>3.6% Rate of Fire
2026-01-13	weapon	header-he	The Bridge	40	Military M9	81,801	350	15	Perpetuation	<span class="icon-weapons"></span>9.5% Pistol Damage	<span class="icon-weapons"></span>5% Damage to Armor	-
2026-01-13	weapon	header-named	Cassie	40	Rusty - Classic RPK-74	55,474	650	45	Perfect Pressure Point	<span class="icon-weapons"></span>11.4% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>7.5% Critical Hit Chance
2026-01-13	weapon	header-named	Cassie	40	Shield Splinterer - F2000	45,132	850	30	Perfect Optimist	<span class="icon-weapons"></span>12.3% AR Damage	<span class="icon-weapons"></span>17% Health Damage	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-13	weapon	header-named	Cassie	40	Huntsman - FAMAS 2010	44,191	900	30	Perfect Frenzy	<span class="icon-weapons"></span>7.4% AR Damage	<span class="icon-weapons"></span>18.5% Health Damage	<span class="icon-weapons"></span>6% Damage to Armor
2026-01-13	weapon	header-he	Cassie	40	AUG A3-CQC	51,243	680	30	Perpetuation	<span class="icon-weapons"></span>11% AR Damage	<span class="icon-weapons"></span>15% Health Damage	<span class="icon-weapons"></span>14.2% Swap Speed
2026-01-13	weapon	header-he	Cassie	40	SPAS-12	646,883	70	8	Perpetuation	<span class="icon-weapons"></span>7.1% Shotgun Damage	<span class="icon-weapons"></span>10% Damage to Armor	<span class="icon-weapons"></span>9.5% Health Damage
2026-01-20	weapon	header-he	White House	40	Vector SBR 9mm	37,139	1200	33	Fast Hands	<span class="icon-weapons"></span>12.2% SMG Damage	<span class="icon-weapons"></span>14.5% Critical Hit Chance	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-20	weapon	header-he	White House	40	Carbine 7	47,012	790	30	Ranger	<span class="icon-weapons"></span>10.1% AR Damage	<span class="icon-weapons"></span>14% Health Damage	<span class="icon-weapons"></span>7% Critical Hit Chance
2026-01-20	weapon	header-he	White House	40	586 Magnum	190,339	160	6	Finisher	<span class="icon-weapons"></span>10.7% Pistol Damage	<span class="icon-weapons"></span>7% Damage Out of Cover	-
2026-01-20	weapon	header-he	Clan	40	Police Mk17	116,120	275	20	Sadist	<span class="icon-weapons"></span>12.3% Rifle Damage	<span class="icon-weapons"></span>14% Critical Hit Damage	<span class="icon-weapons"></span>7.4% Accuracy
2026-01-20	weapon	header-named	Clan	40	Like Glue - Super 90	440,031	160	8	Perfect Brazen	<span class="icon-weapons"></span>9.5% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>15% Swap Speed
