DATE	type	rarity	vendor	level	name	attributes
2023-03-28	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>6.2% Damage
2023-03-28	mod	header-defensive	Clan	40	Defensive Protocol: Stamina	8.7% Blind Deaf Resistance 
2023-03-28	mod	header-offensive	Clan	40	Offensive Protocol: Critical	4.7% Critical Hit Chance 
2023-03-28	mod	header-defensive	Clan	40	Defensive System: Mending	8.7% Bleed Resistance 
2023-03-28	mod	header-he	Clan	40	Electric Soldering Tool	 Drone<br/>6.5% Deflect Duration
2023-03-28	mod	header-defensive	The Theater	40	Defensive Protocol: Stamina	8.2% Bleed Resistance 
2023-03-28	mod	header-he	The Theater	40	Brushless DC-motor	 Seeker Mine<br/>4.2% Radius
2023-03-28	mod	header-he	The Theater	40	Cementitious Material	 Shield<br/>4.2% Active Regeneration
2023-03-28	mod	header-he	The Theater	40	Vac Pack	 Firefly<br/>5.7% Damage
2023-03-28	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2023-03-28	mod	header-utility	The Campus	40	Utility System: Assist	8.5% Skill Duration 
2023-03-28	mod	header-he	The Campus	40	Imbued Metal String	 Chem Launcher<br/>4.3% Damage
2023-03-28	mod	header-he	The Campus	40	Steel Harness	 Hive<br/>4 Repair Charges
2023-03-28	mod	header-he	The Campus	40	Heating Mantle	 Pulse<br/>14.9% Health
2023-03-28	mod	header-he	The Campus	40	Trap Electronics Upgrade	 Trap<br/>5.9% Duration
2023-03-28	mod	header-utility	Castle	40	Utility Protocol: Intensity	10.1% Skill Haste 
2023-03-28	mod	header-he	Castle	40	Piranha Solution	 Chem Launcher<br/>4.2% Damage
2023-03-28	mod	header-he	Castle	40	Internal Storage	 Hive<br/>4 Stim Charges
2023-03-28	mod	header-he	Castle	40	Super Glue	 Pulse<br/>8.9% Effect Duration
2023-03-28	mod	header-he	Castle	40	Trap Electronics Upgrade	 Trap<br/>5.9% Duration
2023-03-28	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	8.5% Blind Deaf Resistance 
2023-03-28	mod	header-he	DZ West	40	Mini Electric Motor	 Seeker Mine<br/>4.2% Radius
2023-03-28	mod	header-he	DZ West	40	Thermoresponsive Polymer	 Shield<br/>4.2% Shield Health
2023-03-28	mod	header-he	DZ West	40	Micro Conduits	 Firefly<br/>5.9% Skill Haste
2023-03-28	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>5.5% Duration
2023-03-28	mod	header-offensive	DZ South	40	Offensive System: Dexterity	4.6% Critical Hit Chance 
2023-03-28	mod	header-he	DZ South	40	Explosive Requisition	 Drone<br/>7.9m Scan Range
2023-03-28	mod	header-he	DZ South	40	Weather Coating	 Turret<br/>6.1% Duration
2023-03-28	mod	header-he	DZ South	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2023-03-28	mod	header-utility	DZ East	40	Utility System: Electronics	8.2% Skill Duration 
2023-03-28	mod	header-he	DZ East	40	Ecotoxicology Research	 Chem Launcher<br/>4.3% Duration
2023-03-28	mod	header-he	DZ East	40	Experimental Blend	 Hive<br/>8.2% Stim Efficiency
2023-03-28	mod	header-he	DZ East	40	Super Glue	 Pulse<br/>14.7% Health
2023-03-28	mod	header-he	DZ East	40	Trap Electronics Upgrade	 Trap<br/>5.9% Duration
2023-03-28	mod	header-offensive	Haven	40	Offensive System: Firearms	4.5% Critical Hit Chance 
2023-03-28	mod	header-defensive	Haven	40	Defensive Protocol: Stamina	8.5% Disorient Resistance 
2023-03-28	mod	header-he	Haven	40	Carbon Fiber Barrel	 Turret<br/>5.7% Skill Haste
2023-03-28	mod	header-he	Haven	40	Micro Conduits	 Firefly<br/>5.8% Skill Haste
2023-03-28	mod	header-he	Haven	40	Improved Sticky Launcher	 Sticky Bomb<br/>6.4% Duration
2023-03-28	mod	header-utility	Benitez	40	Utility System: Electronics	8.2% Skill Duration 
2023-03-28	mod	header-defensive	Benitez	40	Defensive Protocol: Stamina	8.3% Disrupt Resistance 
2023-03-28	mod	header-he	Benitez	40	Ammo Box	 Turret<br/>5.8% Duration
2023-03-28	mod	header-he	Benitez	40	Piranha Solution	 Chem Launcher<br/>7.9% Ensnare Duration
2023-03-28	mod	header-he	Benitez	40	Decoy Projector Internals	 Decoy<br/>5.5% Duration
2023-03-28	mod	header-defensive	Cassie	40	Defensive Protocol: Stamina	8.7% Blind Deaf Resistance 
2023-03-28	mod	header-he	Cassie	40	Chromatics Training	 Chem Launcher<br/>8.0% Ensnare Duration
2023-04-04	mod	header-offensive	White House	40	Offensive Protocol: Critical	10.2% Critical Hit Damage 
2023-04-04	mod	header-he	White House	40	Gaffer Tape	 Drone<br/>4.2% Damage
2023-04-04	mod	header-he	White House	40	Cyclone Magazine	 Turret<br/>4.1% Damage
2023-04-04	mod	header-he	White House	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.9% Blast Radius
2023-04-04	mod	header-defensive	Clan	40	Defensive System: Mending	8.6% Burn Resistance 
2023-04-04	mod	header-he	Clan	40	Silicon Carbide Coil	 Pulse<br/>6.5% Cone Size
2023-04-04	mod	header-he	Clan	40	Network Firewall	 Hive<br/>4.3% Duration
2023-04-04	mod	header-he	Clan	40	Weaved Aramid Fiber	 Shield<br/>4.3% Deflector Damage
2023-04-04	mod	header-defensive	The Theater	40	Defensive System: Mending	8.2% Disorient Resistance 
2023-04-04	mod	header-he	The Theater	40	Larrea Tridentata Infusion	 Seeker Mine<br/>4.9% Skill Haste
2023-04-04	mod	header-he	The Theater	40	Titanium Reinforcement	 Shield<br/>4.3% Deflector Damage
2023-04-04	mod	header-he	The Theater	40	Tungsten Compound	 Firefly<br/>5.9% Blind Effect Duration
2023-04-04	mod	header-he	The Theater	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2023-04-04	mod	header-utility	The Campus	40	Utility System: Electronics	16.4% Repair Skills 
2023-04-04	mod	header-he	The Campus	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>5.7% Radius
2023-04-04	mod	header-he	The Campus	40	Backpack Battery	 Hive<br/>4.1% Duration
2023-04-04	mod	header-he	The Campus	40	Unstable Oscillator	 Pulse<br/>6.2% Cone Size
2023-04-04	mod	header-he	The Campus	40	Trap Electronics Upgrade	 Trap<br/>5.9% Shock Radius
2023-04-04	mod	header-utility	Castle	40	Utility System: Electronics	8.3% Skill Duration 
2023-04-04	mod	header-he	Castle	40	Imbued Metal String	 Chem Launcher<br/>13.1% Ensnare Health
2023-04-04	mod	header-he	Castle	40	Nitroglycerin Mixture	 Hive<br/>4 Repair Charges
2023-04-04	mod	header-he	Castle	40	Nickel-Chromium Wire	 Pulse<br/>8.8% Radius
2023-04-04	mod	header-he	Castle	40	Trap Electronics Upgrade	 Trap<br/>5.7% Shock Radius
2023-04-04	mod	header-defensive	DZ West	40	Defensive Protocol: Stamina	8.5% Bleed Resistance 
2023-04-04	mod	header-he	DZ West	40	Phosphorus Ingredient	 Seeker Mine<br/>6.4% Health
2023-04-04	mod	header-he	DZ West	40	Magnetostrictive Material	 Shield<br/>4.1% Deflector Damage
2023-04-04	mod	header-he	DZ West	40	Tungsten Compound	 Firefly<br/>5.9% Damage
2023-04-04	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>5.5% Duration
2023-04-04	mod	header-offensive	DZ South	40	Offensive System: Firearms	7.4% Headshot Damage 
2023-04-04	mod	header-he	DZ South	40	Gaffer Tape	 Drone<br/>6.5% Armor Repair
2023-04-04	mod	header-he	DZ South	40	SHD CPU V.2	 Turret<br/>6.1% Duration
2023-04-04	mod	header-he	DZ South	40	Improved Sticky Payload	 Sticky Bomb<br/>5.0% Blast Radius
2023-04-04	mod	header-utility	DZ East	40	Utility System: Assist	15.8% Repair Skills 
2023-04-04	mod	header-he	DZ East	40	Polypropylene Recipe	 Chem Launcher<br/>1 Ammo
2023-04-04	mod	header-he	DZ East	40	Network Firewall	 Hive<br/>7.8% Health
2023-04-04	mod	header-he	DZ East	40	Unstable Oscillator	 Pulse<br/>8.7% Radius
2023-04-04	mod	header-he	DZ East	40	Trap Charge Improvement	 Trap<br/>4.2% Duration
2023-04-04	mod	header-defensive	Haven	40	Defensive System: Mending	8.2% Blind Deaf Resistance 
2023-04-04	mod	header-offensive	Haven	40	Offensive Protocol: Critical	10.3% Critical Hit Damage 
2023-04-04	mod	header-he	Haven	40	Magnetic Rail	 Turret<br/>4.2% Damage
2023-04-04	mod	header-he	Haven	40	Swarm Control	 Hive<br/>7.7% Health
2023-04-04	mod	header-he	Haven	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2023-04-04	mod	header-offensive	Benitez	40	Offensive Protocol: Dexterity	10.3% Critical Hit Damage 
2023-04-04	mod	header-offensive	Benitez	40	Offensive Protocol: Critical	10.1% Critical Hit Damage 
2023-04-04	mod	header-he	Benitez	40	Lubrication Gel	 Turret<br/>4.2% Damage
2023-04-04	mod	header-he	Benitez	40	Feed Strip	 Chem Launcher<br/>13.6% Ensnare Health
2023-04-04	mod	header-he	Benitez	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2023-04-04	mod	header-defensive	Cassie	40	Defensive System: Mending	8.6% Burn Resistance 
2023-04-04	mod	header-he	Cassie	40	Silicon Carbide Coil	 Pulse<br/>6.5% Cone Size
2023-04-11	mod	header-offensive	White House	40	Offensive System: Firearms	10.0% Critical Hit Damage 
2023-04-11	mod	header-he	White House	40	Micropulse Frequency	 Drone<br/>6.4% Armor Repair
2023-04-11	mod	header-he	White House	40	SHD CPU V.2	 Turret<br/>6.0% Skill Haste
2023-04-11	mod	header-he	White House	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.1% Skill Haste
2023-04-11	mod	header-defensive	Clan	40	Defensive Protocol: Resilience	8.8% Shock Resistance 
2023-04-11	mod	header-he	Clan	40	Network Firewall	 Hive<br/>4.5% Duration
2023-04-11	mod	header-he	Clan	40	Guiding System	 Firefly<br/>1 Max Targets
2023-04-11	mod	header-he	Clan	40	Mini Electric Motor	 Seeker Mine<br/>5.2% Skill Haste
2023-04-11	mod	header-defensive	The Theater	40	Defensive Protocol: Stamina	8.6% Pulse Resistance 
2023-04-11	mod	header-he	The Theater	40	Russian Doll Protocol	 Seeker Mine<br/>4.9% Skill Haste
2023-04-11	mod	header-he	The Theater	40	Thermoresponsive Polymer	 Shield<br/>4.3% Holstered Regeneration
2023-04-11	mod	header-he	The Theater	40	Micro Conduits	 Firefly<br/>8.2% Speed
2023-04-11	mod	header-he	The Theater	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2023-04-11	mod	header-utility	The Campus	40	Utility System: Electronics	8.5% Skill Duration 
2023-04-11	mod	header-he	The Campus	40	Disintegrating Links	 Chem Launcher<br/>4.3% Duration
2023-04-11	mod	header-he	The Campus	40	Steel Harness	 Hive<br/>4 Stinger Charges
2023-04-11	mod	header-he	The Campus	40	Exploded Blueprint	 Pulse<br/>8.7% Effect Duration
2023-04-11	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.2% Duration
2023-04-11	mod	header-utility	Castle	40	Utility System: Assist	16.1% Repair Skills 
2023-04-11	mod	header-he	Castle	40	Cell Penetrating Peptide	 Chem Launcher<br/>12.9% Ensnare Health
2023-04-11	mod	header-he	Castle	40	Polycarbonate Housing	 Hive<br/>4.1% Duration
2023-04-11	mod	header-he	Castle	40	Atmospheric Analyzer	 Pulse<br/>4.9% Skill Haste
2023-04-11	mod	header-he	Castle	40	Trap Charge Improvement	 Trap<br/>4.3% Duration
2023-04-11	mod	header-defensive	DZ West	40	Defensive System: Mending	15,165 Armor on Kill 
2023-04-11	mod	header-he	DZ West	40	Larrea Tridentata Infusion	 Seeker Mine<br/>4.9% Skill Haste
2023-04-11	mod	header-he	DZ West	40	Supramolecular Networks	 Shield<br/>4.1% Holstered Regeneration
2023-04-11	mod	header-he	DZ West	40	Propantriol Adhesive	 Firefly<br/>5.9% Blind Effect Duration
2023-04-11	mod	header-he	DZ West	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2023-04-11	mod	header-offensive	DZ South	40	Offensive System: Dexterity	10.0% Critical Hit Damage 
2023-04-11	mod	header-he	DZ South	40	Additional Ordnance	 Drone<br/>6.4% Armor Repair
2023-04-11	mod	header-he	DZ South	40	Ammo Box	 Turret<br/>1 Extra Mortar Ammo
2023-04-11	mod	header-he	DZ South	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2023-04-11	mod	header-utility	DZ East	40	Utility System: Electronics	15.8% Repair Skills 
2023-04-11	mod	header-he	DZ East	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>4.1% Duration
2023-04-11	mod	header-he	DZ East	40	Network Firewall	 Hive<br/>7.3% Health
2023-04-11	mod	header-he	DZ East	40	Distributed Architecture	 Pulse<br/>8.5% Radius
2023-04-11	mod	header-he	DZ East	40	Trap Charge Improvement	 Trap<br/>5.9% Duration
2023-04-11	mod	header-offensive	Haven	40	Offensive System: Firearms	7.2% Headshot Damage 
2023-04-11	mod	header-offensive	Haven	40	Offensive Protocol: Critical	7.0% Headshot Damage 
2023-04-11	mod	header-he	Haven	40	Multi-Tool	 Turret<br/>5.8% Duration
2023-04-11	mod	header-he	Haven	40	Backpack Battery	 Hive<br/>7.9% Health
2023-04-11	mod	header-he	Haven	40	Decoy Projector Internals	 Decoy<br/>5.5% Duration
2023-04-11	mod	header-defensive	Benitez	40	Defensive System: Mending	8.5% Burn Resistance 
2023-04-11	mod	header-utility	Benitez	40	Utility Protocol: Intensity	15.6% Repair Skills 
2023-04-11	mod	header-he	Benitez	40	Reinforced Rotor Blades	 Drone<br/>2 Extra Bombs
2023-04-11	mod	header-he	Benitez	40	Ecotoxicology Research	 Chem Launcher<br/>5.9% Skill Haste
2023-04-11	mod	header-he	Benitez	40	Improved Sticky Payload	 Sticky Bomb<br/>6.4% Damage
2023-04-11	mod	header-defensive	Cassie	40	Defensive Protocol: Resilience	8.8% Shock Resistance 
2023-04-11	mod	header-he	Cassie	40	Network Firewall	 Hive<br/>4.5% Duration
2023-04-18	mod	header-offensive	White House	40	Offensive System: Firearms	10.3% Critical Hit Damage 
2023-04-18	mod	header-he	White House	40	Additional Ordnance	 Drone<br/>6.4% Armor Repair
2023-04-18	mod	header-he	White House	40	Ammo Box	 Turret<br/>7.8% Health
2023-04-18	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>6.3% Damage
2023-04-18	mod	header-defensive	Clan	40	Defensive Protocol: Resilience	8.8% Disorient Resistance 
2023-04-18	mod	header-he	Clan	40	Nickel-Chromium Wire	 Pulse<br/>9.0% Radius
2023-04-18	mod	header-utility	Clan	40	Utility Protocol: Intensity	8.9% Skill Duration 
2023-04-18	mod	header-he	Clan	40	Ball Bearings	 Seeker Mine<br/>1 Cluster Mines
2023-04-18	mod	header-defensive	The Theater	40	Defensive System: Mending	8.3% Blind Deaf Resistance 
2023-04-18	mod	header-he	The Theater	40	Ball Bearings	 Seeker Mine<br/>1 Cluster Mines
2023-04-18	mod	header-he	The Theater	40	Thermoresponsive Polymer	 Shield<br/>4.3% Shield Health
2023-04-18	mod	header-he	The Theater	40	Tungsten Compound	 Firefly<br/>6.1% Blind Effect Duration
2023-04-18	mod	header-he	The Theater	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2023-04-18	mod	header-utility	The Campus	40	Utility Protocol: Intensity	10.3% Skill Haste 
2023-04-18	mod	header-he	The Campus	40	Slip Fit Tube	 Chem Launcher<br/>5.8% Heal
2023-04-18	mod	header-he	The Campus	40	Nitroglycerin Mixture	 Hive<br/>4 Stim Charges
2023-04-18	mod	header-he	The Campus	40	Silicon Carbide Coil	 Pulse<br/>6.4% Cone Size
2023-04-18	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.3% Duration
2023-04-18	mod	header-utility	Castle	40	Utility System: Electronics	10.0% Skill Haste 
2023-04-18	mod	header-he	Castle	40	Ultra-Thin Cartridges	 Chem Launcher<br/>1 Ammo
2023-04-18	mod	header-he	Castle	40	Extra Payload	 Hive<br/>8.4% Stim Efficiency
2023-04-18	mod	header-he	Castle	40	Heating Mantle	 Pulse<br/>4.7% Skill Haste
2023-04-18	mod	header-he	Castle	40	Trap Electronics Upgrade	 Trap<br/>6.0% Shock Radius
2023-04-18	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	8.4% Disorient Resistance 
2023-04-18	mod	header-he	DZ West	40	Magnetic Disc	 Seeker Mine<br/>1 Cluster Mines
2023-04-18	mod	header-he	DZ West	40	Dielectric Elastomers	 Shield<br/>4.2% Deflector Damage
2023-04-18	mod	header-he	DZ West	40	Propantriol Adhesive	 Firefly<br/>6.0% Damage
2023-04-18	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2023-04-18	mod	header-offensive	DZ South	40	Offensive System: Firearms	7.3% Headshot Damage 
2023-04-18	mod	header-he	DZ South	40	Explosive Requisition	 Drone<br/>8.3% Health
2023-04-18	mod	header-he	DZ South	40	Cyclone Magazine	 Turret<br/>4.3% Burn Damage
2023-04-18	mod	header-he	DZ South	40	Improved Sticky Launcher	 Sticky Bomb<br/>5.0% Blast Radius
2023-04-18	mod	header-utility	DZ East	40	Utility Protocol: Intensity	16.2% Repair Skills 
2023-04-18	mod	header-he	DZ East	40	Polypropylene Recipe	 Chem Launcher<br/>1 Ammo
2023-04-18	mod	header-he	DZ East	40	Swarm Control	 Hive<br/>7.8% Health
2023-04-18	mod	header-he	DZ East	40	Microwave Amplifier	 Pulse<br/>6.2% Cone Size
2023-04-18	mod	header-he	DZ East	40	Trap Electronics Upgrade	 Trap<br/>5.9% Duration
2023-04-18	mod	header-utility	Haven	40	Utility System: Assist	8.5% Skill Duration 
2023-04-18	mod	header-utility	Haven	40	Utility Protocol: Intensity	8.4% Skill Duration 
2023-04-18	mod	header-he	Haven	40	SHD CPU V.2	 Turret<br/>5.8% Skill Haste
2023-04-18	mod	header-he	Haven	40	Tungsten Compound	 Firefly<br/>5.9% Blind Effect Duration
2023-04-18	mod	header-he	Haven	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2023-04-18	mod	header-utility	Benitez	40	Utility System: Electronics	15.6% Repair Skills 
2023-04-18	mod	header-offensive	Benitez	40	Offensive Protocol: Critical	10.1% Critical Hit Damage 
2023-04-18	mod	header-he	Benitez	40	Micropulse Frequency	 Drone<br/>4.8% Damage Reduction
2023-04-18	mod	header-he	Benitez	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>4.3% Duration
2023-04-18	mod	header-he	Benitez	40	Decoy Housing Shell	 Decoy<br/>5.5% Health
2023-04-18	mod	header-defensive	Cassie	40	Defensive Protocol: Resilience	8.8% Disorient Resistance 
2023-04-18	mod	header-he	Cassie	40	Nickel-Chromium Wire	 Pulse<br/>9.0% Radius
2023-04-25	mod	header-offensive	White House	40	Offensive Protocol: Critical	#N/A
2023-04-25	mod	header-he	White House	40	Gimbal Vibration Damping	 Drone<br/>6.3% Deflect Duration
2023-04-25	mod	header-he	White House	40	Ammo Box	 Turret<br/>7.6% Health
2023-04-25	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2023-04-25	mod	header-defensive	Clan	40	Defensive Protocol: Stamina	9.0% Bleed Resistance 
2023-04-25	mod	header-he	Clan	40	Multi-Tool	 Turret<br/>6.3% Duration
2023-04-25	mod	header-offensive	Clan	40	Offensive Protocol: Critical	10.5% Critical Hit Damage 
2023-04-25	mod	header-he	Clan	40	Electric Soldering Tool	 Drone<br/>6.8% Duration
2023-04-25	mod	header-defensive	The Theater	40	Defensive System: Mending	8.5% Disrupt Resistance 
2023-04-25	mod	header-he	The Theater	40	Larrea Tridentata Infusion	 Seeker Mine<br/>4.3% Damage
2023-04-25	mod	header-he	The Theater	40	Titanium Reinforcement	 Shield<br/>4.2% Active Regeneration
2023-04-25	mod	header-he	The Theater	40	Propantriol Adhesive	 Firefly<br/>6.0% Damage
2023-04-25	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2023-04-25	mod	header-utility	The Campus	40	Utility System: Electronics	8.5% Skill Duration 
2023-04-25	mod	header-he	The Campus	40	Cell Penetrating Peptide	 Chem Launcher<br/>6.3% Burn Strength
2023-04-25	mod	header-he	The Campus	40	Internal Storage	 Hive<br/>4 Stim Charges
2023-04-25	mod	header-he	The Campus	40	Exploded Blueprint	 Pulse<br/>14.0% Health
2023-04-25	mod	header-he	The Campus	40	Trap Electronics Upgrade	 Trap<br/>6.1% Shock Radius
2023-04-25	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	15,844 Armor on Kill 
2023-04-25	mod	header-he	DZ West	40	Ball Bearings	 Seeker Mine<br/>1 Cluster Mines
2023-04-25	mod	header-he	DZ West	40	Synthetic Mineral Frame	 Shield<br/>4.3% Shield Health
2023-04-25	mod	header-he	DZ West	40	Vac Pack	 Firefly<br/>6.1% Damage
2023-04-25	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2023-04-25	mod	header-offensive	DZ South	40	Offensive System: Firearms	4.3% Critical Hit Chance 
2023-04-25	mod	header-he	DZ South	40	Gaffer Tape	 Drone<br/>6.4% Armor Repair
2023-04-25	mod	header-he	DZ South	40	Lubrication Gel	 Turret<br/>4.2% Damage
2023-04-25	mod	header-he	DZ South	40	Improved Sticky Launcher	 Sticky Bomb<br/>6.3% Duration
2023-04-25	mod	header-utility	DZ East	40	Utility System: Electronics	10.1% Skill Haste 
2023-04-25	mod	header-he	DZ East	40	Ultra-Thin Cartridges	 Chem Launcher<br/>5.7% Skill Haste
2023-04-25	mod	header-he	DZ East	40	Cooling Vents	 Hive<br/>4.0% Range
2023-04-25	mod	header-he	DZ East	40	Super Glue	 Pulse<br/>8.5% Effect Duration
2023-04-25	mod	header-he	DZ East	40	Trap Charge Improvement	 Trap<br/>4.3% Duration
2023-04-25	mod	header-utility	Haven	40	Utility System: Assist	16.1% Repair Skills 
2023-04-25	mod	header-utility	Haven	40	Utility Protocol: Intensity	8.2% Skill Duration 
2023-04-25	mod	header-he	Haven	40	Supramolecular Networks	 Shield<br/>4.3% Deflector Damage
2023-04-25	mod	header-he	Haven	40	Polycarbonate Housing	 Hive<br/>7.8% Health
2023-04-25	mod	header-he	Haven	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2023-04-25	mod	header-offensive	Benitez	40	Offensive System: Dexterity	4.5% Critical Hit Chance 
2023-04-25	mod	header-defensive	Benitez	40	Defensive Protocol: Stamina	8.3% Burn Resistance 
2023-04-25	mod	header-he	Benitez	40	Blitzkrieg Blasting Powder	 Drone<br/>6.2% Duration
2023-04-25	mod	header-he	Benitez	40	Disintegrating Links	 Chem Launcher<br/>1 Ammo
2023-04-25	mod	header-he	Benitez	40	Improved Sticky Payload	 Sticky Bomb<br/>6.3% Damage
2023-04-25	mod	header-utility	Castle	40	Utility System: Assist	8.4% Skill Duration 
2023-04-25	mod	header-he	Castle	40	Polypropylene Recipe	 Chem Launcher<br/>5.7% Radius
2023-04-25	mod	header-he	Castle	40	Cooling Vents	 Hive<br/>4.0% Range
2023-04-25	mod	header-he	Castle	40	Microwave Amplifier	 Pulse<br/>8.5% Radius
2023-04-25	mod	header-he	Castle	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2023-04-25	mod	header-defensive	Cassie	40	Defensive Protocol: Stamina	9.0% Bleed Resistance 
2023-04-25	mod	header-he	Cassie	40	Multi-Tool	 Turret<br/>6.3% Duration
2023-05-02	mod	header-offensive	White House	40	Offensive System: Dexterity	4.4% Critical Hit Chance 
2023-05-02	mod	header-he	White House	40	Freedom Package	 Drone<br/>8.3% Health
2023-05-02	mod	header-he	White House	40	Cyclone Magazine	 Turret<br/>4.1% Burn Damage
2023-05-02	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>4.9% Blast Radius
2023-05-02	mod	header-defensive	Clan	40	Defensive Protocol: Resilience	8.9% Disorient Resistance 
2023-05-02	mod	header-he	Clan	40	Feed Strip	 Chem Launcher<br/>6.2% Heal
2023-05-02	mod	header-utility	Clan	40	Utility System: Electronics	10.6% Skill Haste 
2023-05-02	mod	header-he	Clan	40	Experimental Blend	 Hive<br/>8.6% Stim Efficiency
2023-05-02	mod	header-defensive	The Theater	40	Defensive Protocol: Resilience	8.5% Burn Resistance 
2023-05-02	mod	header-he	The Theater	40	Phosphorus Ingredient	 Seeker Mine<br/>1 Cluster Mines
2023-05-02	mod	header-he	The Theater	40	Liquid Metal Microdroplets	 Shield<br/>4.3% Holstered Regeneration
2023-05-02	mod	header-he	The Theater	40	Hardened Casing	 Firefly<br/>8.1% Speed
2023-05-02	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2023-05-02	mod	header-utility	The Campus	40	Utility Protocol: Intensity	10.0% Skill Haste 
2023-05-02	mod	header-he	The Campus	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>4.3% Duration
2023-05-02	mod	header-he	The Campus	40	Network Firewall	 Hive<br/>7.4% Health
2023-05-02	mod	header-he	The Campus	40	Atmospheric Analyzer	 Pulse<br/>8.8% Effect Duration
2023-05-02	mod	header-he	The Campus	40	Trap Electronics Upgrade	 Trap<br/>5.8% Duration
2023-05-02	mod	header-utility	Castle	40	Utility Protocol: Intensity	8.5% Skill Duration 
2023-05-02	mod	header-he	Castle	40	Slip Fit Tube	 Chem Launcher<br/>7.6% Ensnare Duration
2023-05-02	mod	header-he	Castle	40	Polycarbonate Housing	 Hive<br/>7.6% Health
2023-05-02	mod	header-he	Castle	40	Heating Mantle	 Pulse<br/>4.8% Skill Haste
2023-05-02	mod	header-he	Castle	40	Trap Electronics Upgrade	 Trap<br/>5.9% Shock Radius
2023-05-02	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	8.2% Shock Resistance 
2023-05-02	mod	header-he	DZ West	40	Delivery System Upgrade	 Seeker Mine<br/>4.2% Damage
2023-05-02	mod	header-he	DZ West	40	Liquid Metal Microdroplets	 Shield<br/>4.0 Damage Bonus Per Enemy
2023-05-02	mod	header-he	DZ West	40	Hardened Casing	 Firefly<br/>5.9% Skill Haste
2023-05-02	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2023-05-02	mod	header-offensive	DZ South	40	Offensive System: Dexterity	4.5% Critical Hit Chance 
2023-05-02	mod	header-he	DZ South	40	Additional Ordnance	 Drone<br/>6.3% Armor Repair
2023-05-02	mod	header-he	DZ South	40	Carbon Fiber Barrel	 Turret<br/>5.8% Skill Haste
2023-05-02	mod	header-he	DZ South	40	Improved Sticky Launcher	 Sticky Bomb<br/>6.4% Duration
2023-05-02	mod	header-utility	DZ East	40	Utility Protocol: Intensity	8.5% Skill Duration 
2023-05-02	mod	header-he	DZ East	40	Ultra-Thin Cartridges	 Chem Launcher<br/>6.0% Radius
2023-05-02	mod	header-he	DZ East	40	Steel Harness	 Hive<br/>4.0% Range
2023-05-02	mod	header-he	DZ East	40	Unstable Oscillator	 Pulse<br/>8.7% Radius
2023-05-02	mod	header-he	DZ East	40	Trap Electronics Upgrade	 Trap<br/>6.0% Duration
2023-05-02	mod	header-defensive	Haven	40	Defensive System: Mending	8.5% Pulse Resistance 
2023-05-02	mod	header-utility	Haven	40	Utility Protocol: Intensity	16.4% Repair Skills 
2023-05-02	mod	header-he	Haven	40	Cyclone Magazine	 Turret<br/>4.1% Burn Damage
2023-05-02	mod	header-he	Haven	40	RAM Surplus	 Firefly<br/>1 Max Targets
2023-05-02	mod	header-he	Haven	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
