DATE	type	rarity	vendor	level	name	dmg	rpm	mag	talent	attribute1_icon	attribute1_value	attribute1_type	attribute2_icon	attribute2_value	attribute2_type	attribute3_icon	attribute3_value	attribute3_type
2023-10-24	weapon	header-named	ベニテス	40	キャバレー	51,713	800	32	サンダーストライク	icon-weapons	13.5	SMGダメージ	icon-weapons	13.0	クリティカル率	icon-weapons	11.4	切り替え速度
2023-10-24	weapon	header-he	ベニテス	40	クラシック M44 カービン	423,108	55	5	ビンディクティブ	icon-weapons	10.6	マークスマンライフルダメージ	icon-weapons	111.0	ヘッドショットダメージ上昇	icon-weapons	5.0	クリティカルダメージ
2023-10-24	weapon	header-he	ベニテス	40	SPAS-12	646,883	70	8	持続力	icon-weapons	11.5	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	16.0	最適射程
2023-10-24	weapon	header-he	ベニテス	40	Px4 ストームType T	79,920	380	17	キラー	icon-weapons	11.5	ピストルダメージ	icon-weapons	7.0	クリティカルダメージ			
2023-10-24	weapon	header-named	キャシー	40	ブームスティック	620,556	200	2	パーフェクト・パンプアップ	icon-weapons	11.8	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-10-24	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	11.5	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	4.4	連射速度
2023-10-24	weapon	header-he	キャシー	40	AK-M	52,056	600	30	サンダーストライク	icon-weapons	9.1	アサルトライフルダメージ	icon-weapons	18.0	HPダメージ	icon-weapons	10.4	安定性
2023-10-24	weapon	header-he	キャシー	40	SIG 716	97,785	320	20	ラッキーショット	icon-weapons	12.5	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	8.0	HPダメージ
2023-10-31	weapon	header-named	ホワイトハウス	40	グローリーデーズ	47,952	750	30	パーフェクト・ニアサイテッド	icon-weapons	10.5	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	9.0	装弾数
2023-10-31	weapon	header-he	ホワイトハウス	40	M1928	70,518	600	30	スパイク	icon-weapons	11.5	SMGダメージ	icon-weapons	10.0	クリティカル率	icon-weapons	8.0	カバー外のターゲットへのダメージ
2023-10-31	weapon	header-he	ホワイトハウス	40	PDR		700	30	メジャード	icon-weapons	9.1	アサルトライフルダメージ	icon-weapons	20.0	HPダメージ	icon-weapons	7.3	リロード速度
2023-10-31	weapon	header-he	ホワイトハウス	40	X-45 タクティカル	76,630	400	15	スレッジハンマー	icon-weapons	15.0	ピストルダメージ	icon-weapons	5.0	安定性			
2023-10-31	weapon	header-he	ヘイヴン	40	FAL	56,885	650	20	ニアサイテッド	icon-weapons	11.3	アサルトライフルダメージ	icon-weapons	16.5	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-10-31	weapon	header-he	ヘイヴン	40	SR-1	357,291	60	5	リフォーメーション	icon-weapons	14.1	マークスマンライフルダメージ	icon-weapons	87.0	ヘッドショットダメージ上昇	icon-weapons	7.0	クリティカルダメージ
2023-10-31	weapon	header-he	ヘイヴン	40	カスタム M870 MCS	695,775	75	5	アイレス	icon-weapons	11.3	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	8.5	安定性
2023-10-31	weapon	header-he	ヘイヴン	40	オフィサー M9 A1	81,801	350	20	サンダーストライク	icon-weapons	10.0	ピストルダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ			
2023-10-31	weapon	header-named	クランショップ	40	ボーン・グレート		750	30	パーフェクト・スタビライズ	icon-weapons	12.7	アサルトライフルダメージ	icon-weapons	17.5	HPダメージ	icon-weapons	8.0	クリティカルダメージ
2023-10-31	weapon	header-he	クランショップ	40	g28	146,677	275	20	クイックハンド	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	98.0	ヘッドショットダメージ上昇	icon-weapons	8.5	クリティカル率
2023-10-31	weapon	header-he	クランショップ	40	G36 C	48,892	750	30	レンジャー	icon-weapons	13.7	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	7.0	クリティカルダメージ
2023-10-31	weapon	header-he	クランショップ	40	ミリタリー Mk17	116,120	275	20	プリザベーション	icon-weapons	12.5	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	7.5	HPダメージ
2023-10-31	weapon	header-he	クランショップ	40	ACR SS	92,614	420	30	インシンク	icon-weapons	11.7	アサルトライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ
2023-10-31	weapon	header-he	クランショップ	40	ブラックマーケット AK-M	60,645	600	30	オーバーフロー	icon-weapons	10.4	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	12.0	命中率
2023-10-31	weapon	header-named	カウントダウン	40	ベイカーズダズン	205,442	180	10	ラッキーショット	icon-weapons	11.9	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	8.5	HPダメージ
2023-10-31	weapon	header-named	シアター	40	ザ・モップ	451,314	170	6	スレッジハンマー	icon-weapons	10.8	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	10.0	キルによるアーマー
2023-10-31	weapon	header-he	シアター	40	SASG-12	364,812	180	7	インシンク	icon-weapons	12.4	ショットガンダメージ	icon-weapons	6.0	アーマーへのダメージ	icon-weapons	10.0	リロード速度
2023-10-31	weapon	header-he	シアター	40	M16A2	84,622	400	30	リフォーメーション	icon-weapons	10.6	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	8.5	リロード速度
2023-10-31	weapon	header-he	ベニテス	40	カスタム P416 G3	47,952	750	30	オンエンプティ	icon-weapons	11.1	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	9.0	装弾数
2023-10-31	weapon	header-he	ベニテス	40	クラシック RPK-74	55,474	650	45	オプティミスト	icon-weapons	10.9	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	3.8	連射速度
2023-10-31	weapon	header-he	ベニテス	40	カスタム M870 MCS	695,775	75	5	プリザベーション	icon-weapons	10.9	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	9.0	装弾数
2023-10-31	weapon	header-he	ベニテス	40	X-45	76,630	400	10	接近戦	icon-weapons	7.3	ピストルダメージ	icon-weapons	6.0	アーマーへのダメージ			
2023-10-31	weapon	header-named	キャンパス	40	ホワイトデス	423,108	55	5	ディターミネーション	icon-weapons	11.8	マークスマンライフルダメージ	icon-weapons	137.0	ヘッドショットダメージ上昇	icon-weapons	9.0	装弾数
2023-10-31	weapon	header-he	キャンパス	40	モデル 700	399,602	54	7	サディスト	icon-weapons	10.3	マークスマンライフルダメージ	icon-weapons	89.0	ヘッドショットダメージ上昇	icon-weapons	4.0	連射速度
2023-10-31	weapon	header-he	キャンパス	40	クラシック RPK-74	55,474	650	45	クイックハンド	icon-weapons	10.6	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	7.5	クリティカル率
2023-10-31	weapon	header-named	キャッスル	40	ザ・ダークネス	143,857	282	20	アイレス	icon-weapons	11.4	マークスマンライフルダメージ	icon-weapons	92.0	ヘッドショットダメージ上昇	icon-weapons	7.0	クリティカル率
2023-10-31	weapon	header-he	キャッスル	40	タクティカル .308	376,096	70	8	リフォーメーション	icon-weapons	9.9	マークスマンライフルダメージ	icon-weapons	89.0	ヘッドショットダメージ上昇	icon-weapons	8.3	安定性
2023-10-31	weapon	header-he	キャッスル	40	ブラックマーケット M60 E6	61,116	500	100	スパイク	icon-weapons	10.7	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	7.0	クリティカル率
2023-10-31	weapon	header-named	DZイースト	40	ホワイトデス	423,108	55	5	オプティミスト	icon-weapons	8.4	マークスマンライフルダメージ	icon-weapons	137.0	ヘッドショットダメージ上昇	icon-weapons	6.0	クリティカルダメージ
2023-10-31	weapon	header-he	DZイースト	40	モデル 700	399,602	54	7	サンダーストライク	icon-weapons	9.1	マークスマンライフルダメージ	icon-weapons	84.0	ヘッドショットダメージ上昇	icon-weapons	10.4	リロード速度
2023-10-31	weapon	header-he	DZイースト	40	M249 B	56,414	550	100	ステディハンド	icon-weapons	10.4	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	8.5	装弾数
2023-10-31	weapon	header-named	DZウエスト	40	バージニアン	342,247	100	5	パーフェクト・ブーメラン	icon-weapons	11.3	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	9.0	命中率
2023-10-31	weapon	header-he	DZウエスト	40	SPAS-12	646,883	70	8	レンジャー	icon-weapons	10.6	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	6.0	HPダメージ
2023-10-31	weapon	header-he	DZウエスト	40	1886	342,247	100	5	スパイク	icon-weapons	12.2	ライフルダメージ	icon-weapons	8.0	クリティカルダメージ	icon-weapons	8.0	HPダメージ
2023-10-31	weapon	header-named	DZサウス	40	インビジブルハンド	51,243	680	30	パーフェクト・アレグロ	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	13.0	HPダメージ	icon-weapons	8.0	クリティカルダメージ
2023-10-31	weapon	header-he	DZサウス	40	エンハンスド AUG A3P	57,825	725	25	イグナイテッド	icon-weapons	10.6	SMGダメージ	icon-weapons	14.5	クリティカル率	icon-weapons	8.5	命中率
2023-10-31	weapon	header-he	DZサウス	40	G36 エンハンスド	48,892	750	30	フューチャーパーフェクト	icon-weapons	10.4	アサルトライフルダメージ	icon-weapons	14.5	HPダメージ	icon-weapons	13.7	切り替え速度
2023-10-31	weapon	header-he	DZサウス	40	X-45	76,630	400	10	ブレッドバスケット	icon-weapons	10.8	ピストルダメージ	icon-weapons	11.8	切り替え速度			
2023-10-31	weapon	header-named	キャシー	40	ベイカーズダズン	205,442	180	10	パーフェクト・ラッキーショット	icon-weapons	11.9	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	8.5	HPダメージ
2023-10-31	weapon	header-he	キャシー	40	SIG MPX	53,124	850	30	インシンク	icon-weapons	11.7	SMGダメージ	icon-weapons	16.0	クリティカル率	icon-weapons	9.0	HPダメージ
2023-10-31	weapon	header-he	キャシー	40	ミリタリー Mk17	116,120	275	20	スレッジハンマー	icon-weapons	10.4	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	12.0	命中率
2023-10-31	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	13.9	アサルトライフルダメージ	icon-weapons	8.5	HPダメージ	icon-weapons	6.0	アーマーへのダメージ
2023-11-07	weapon	header-named	ホワイトハウス	40	テストサブジェクト		700	30	パーフェクト・インシンク	icon-weapons	12.4	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-07	weapon	header-he	ホワイトハウス	40	ブラックマーケット T821	66,757	550	32	持続力	icon-weapons	12.6	SMGダメージ	icon-weapons	17.5	クリティカル率	icon-weapons	8.7	切り替え速度
2023-11-07	weapon	header-he	ホワイトハウス	40	AUG A3-CQC	51,243	680	30	ブレッドバスケット	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	8.7	安定性
2023-11-07	weapon	header-he	ホワイトハウス	40	Px4 ストームType T	79,920	380	17	スレッジハンマー	icon-weapons	10.2	ピストルダメージ	icon-weapons	8.1	リロード速度			
2023-11-07	weapon	header-he	クランショップ	40	クラシック RPK-74	55,474	650	45	ブレッドバスケット	icon-weapons	11.5	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-07	weapon	header-he	クランショップ	40	SIG 716 CQB	99,665	320	20	ストレインド	icon-weapons	10.8	ライフルダメージ	icon-weapons	16.0	クリティカルダメージ	icon-weapons	5.0	アーマーへのダメージ
2023-11-07	weapon	header-he	クランショップ	40	ミリタリー Mk17	116,120	275	20	スレッジハンマー	icon-weapons	10.9	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	4.0	連射速度
2023-11-07	weapon	header-named	カウントダウン	40	テストサブジェクト		700	30	パーフェクト・インシンク	icon-weapons	11.8	アサルトライフルダメージ	icon-weapons	17.5	HPダメージ	icon-weapons	8.0	クリティカル率
2023-11-07	weapon	header-named	カウントダウン	40	レイルスプリッター	41,371	900	30	パーフェクト・アキュレート	icon-weapons	10.9	アサルトライフルダメージ	icon-weapons	16.5	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-07	weapon	header-named	シアター	40	クエレブレ	695,775	75	5	パーフェクト・ジャズハンド	icon-weapons	12.1	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	3.5	連射速度
2023-11-07	weapon	header-he	シアター	40	ブラックマーケット SASG-12 S	364,812	180	7	イグナイテッド	icon-weapons	8.4	ショットガンダメージ	icon-weapons	7.0	アーマーへのダメージ	icon-weapons	4.6	連射速度
2023-11-07	weapon	header-he	シアター	40	SIG 716 CQB	99,665	320	20	サディスト	icon-weapons	12.4	ライフルダメージ	icon-weapons	8.0	クリティカルダメージ	icon-weapons	8.0	クリティカル率
2023-11-07	weapon	header-named	キャンパス	40	スカルパル	376,096	70	7	フューチャーパーフェクション	icon-weapons	12.4	マークスマンライフルダメージ	icon-weapons	91.0	ヘッドショットダメージ上昇	icon-weapons	6.0	カバー外のターゲットへのダメージ
2023-11-07	weapon	header-he	キャンパス	40	クラシック M44 カービン	423,108	55	5	ラッキーショット	icon-weapons	11.2	マークスマンライフルダメージ	icon-weapons	93.0	ヘッドショットダメージ上昇	icon-weapons	6.0	クリティカルダメージ
2023-11-07	weapon	header-he	キャンパス	40	MG5	43,251	800	50	レンジャー	icon-weapons	9.9	LMGダメージ	icon-weapons	10.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	命中率
2023-11-07	weapon	header-named	DZウエスト	40	エバーラスティング・ゲイズ	116,120	275	20	パーフェクト・パーペチュエーション	icon-weapons	8.7	ライフルダメージ	icon-weapons	17.0	クリティカルダメージ	icon-weapons	7.0	安定性
2023-11-07	weapon	header-he	DZウエスト	40	スーパー 90	440,031	160	8	パムル	icon-weapons	11.3	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	3.6	連射速度
2023-11-07	weapon	header-he	DZウエスト	40	ポリス Mk17	116,120	275	20	リフォーメーション	icon-weapons	10.0	ライフルダメージ	icon-weapons	12.0	クリティカル率	icon-weapons	8.4	命中率
2023-11-07	weapon	header-named	DZサウス	40	ダークウィンター	40,430	1200	25	パーフェクト・キラー	icon-weapons	9.9	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	11.7	切り替え速度
2023-11-07	weapon	header-he	DZサウス	40	コンバーテッド SMG-9	51,713	825	32	イグナイテッド	icon-weapons	11.3	SMGダメージ	icon-weapons	14.5	クリティカル率	icon-weapons	12.6	切り替え速度
2023-11-07	weapon	header-he	DZサウス	40	FAL SA-58 Para	56,885	650	20	ストレインド	icon-weapons	11.8	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-07	weapon	header-he	DZサウス	40	ダイセロス(短)	169,243	180	6	ディターミネーション	icon-weapons	9.7	ピストルダメージ	icon-weapons	8.0	クリティカルダメージ			
2023-11-07	weapon	header-named	DZイースト	40	グッドタイムズ	61,116	500	100	パーフェクト・クイックハンド	icon-weapons	10.0	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	8.0	クリティカルダメージ
2023-11-07	weapon	header-he	DZイースト	40	SOCOM Mk20 SSR	143,857	275	20	ディターミネーション	icon-weapons	9.7	マークスマンライフルダメージ	icon-weapons	99.0	ヘッドショットダメージ上昇	icon-weapons	8.0	装弾数
2023-11-07	weapon	header-he	DZイースト	40	ミリタリー RPK-74 M	55,474	650	45	スレッジハンマー	icon-weapons	8.0	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	8.0	クリティカル率
2023-11-07	weapon	header-he	キャッスル	40	M700 タクティカル	376,096	54	7	サディスト	icon-weapons	11.5	マークスマンライフルダメージ	icon-weapons	76.0	ヘッドショットダメージ上昇	icon-weapons	10.8	命中率
2023-11-07	weapon	header-he	キャッスル	40	インファントリー MG5	43,251	800	50	ストレインド	icon-weapons	10.7	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	6.5	HPダメージ
2023-11-07	weapon	header-he	ヘイヴン	40	ミリタリー AK-M	60,645	600	30	ビンディクティブ	icon-weapons	10.4	アサルトライフルダメージ	icon-weapons	15.5	HPダメージ	icon-weapons	3.6	連射速度
2023-11-07	weapon	header-he	ヘイヴン	40	サープラス SVD	159,841	260	10	ラッキーショット	icon-weapons	11.0	マークスマンライフルダメージ	icon-weapons	92.0	ヘッドショットダメージ上昇	icon-weapons	7.0	装弾数
2023-11-07	weapon	header-he	ヘイヴン	40	ライトウェイト M4	103,987	360	30	イグナイテッド	icon-weapons	9.3	ライフルダメージ	icon-weapons	11.0	クリティカルダメージ	icon-weapons	7.5	HPダメージ
2023-11-07	weapon	header-he	ヘイヴン	40	ファーストウェーブ PF45	82,741	370	12	接近戦	icon-weapons	12.7	ピストルダメージ	icon-weapons	16.0	最適射程			
2023-11-07	weapon	header-he	ベニテス	40	エンハンスド AUG A3P	57,825	725	25	スレッジハンマー	icon-weapons	9.5	SMGダメージ	icon-weapons	17.0	クリティカル率	icon-weapons	8.0	装弾数
2023-11-07	weapon	header-he	ベニテス	40	MG5	43,251	800	50	スタビライズ	icon-weapons	11.0	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	5.5	クリティカル率
2023-11-07	weapon	header-he	ベニテス	40	ミリタリー Mk17	116,120	275	20	スレッジハンマー	icon-weapons	9.7	ライフルダメージ	icon-weapons	16.0	クリティカルダメージ	icon-weapons	7.7	安定性
2023-11-07	weapon	header-he	ベニテス	40	ミリタリー M9	81,801	350	15	ビンディクティブ	icon-weapons	12.1	ピストルダメージ	icon-weapons	17.5	最適射程			
2023-11-07	weapon	header-named	キャシー	40	テストサブジェクト		700	30	パーフェクト・インシンク	icon-weapons	11.8	アサルトライフルダメージ	icon-weapons	17.5	HPダメージ	icon-weapons	8.0	クリティカル率
2023-11-07	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	10.9	アサルトライフルダメージ	icon-weapons	16.5	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-07	weapon	header-he	キャシー	40	MP5A2	51,713	800	32	スレッジハンマー	icon-weapons	10.9	SMGダメージ	icon-weapons	17.5	クリティカル率	icon-weapons	4.0	連射速度
2023-11-07	weapon	header-he	キャシー	40	93R	32,908	1100	20	スパイク	icon-weapons	15.0	ピストルダメージ	icon-weapons	7.5	装弾数			
2023-11-14	weapon	header-named	ホワイトハウス	40	グロウン・グレート	70,518	600	30	パーフェクト・スタビライズ	icon-weapons	10.8	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	9.0	装弾数
2023-11-14	weapon	header-named	ホワイトハウス	40	キャバレー	51,713	800	32	サンダーストライク	icon-weapons	15.0	SMGダメージ	icon-weapons	12.5	クリティカル率	icon-weapons	4.0	アーマーへのダメージ
2023-11-14	weapon	header-he	ホワイトハウス	40	SIG 556	50,773	720	30	プリザベーション	icon-weapons	11.0	アサルトライフルダメージ	icon-weapons	14.5	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-14	weapon	header-named	ホワイトハウス	40	プロフェット	190,339	160	6	パーフェクト・ディターミネーション	icon-weapons	15.0	ピストルダメージ	icon-weapons	2.8	連射速度			
2023-11-14	weapon	header-he	クランショップ	40	1886	342,247	100	5	ブレッドバスケット	icon-weapons	10.7	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	12.0	命中率
2023-11-14	weapon	header-he	クランショップ	40	ポリス Mk17	116,120	275	20	サディスト	icon-weapons	11.7	ライフルダメージ	icon-weapons	17.0	クリティカルダメージ	icon-weapons	8.0	ヘッドショットダメージ上昇
2023-11-14	weapon	header-he	クランショップ	40	X-45	76,630	400	10	ディターミネーション	icon-weapons	11.3	ピストルダメージ	icon-weapons	7.5	HPダメージ			
2023-11-14	weapon	header-named	カウントダウン	40	ベイカーズダズン	205,442	180	10	パーフェクト・ラッキーショット	icon-weapons	11.7	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	7.0	HPダメージ
2023-11-14	weapon	header-he	シアター	40	マリンスーパー 90	440,031	160	8	クイックハンド	icon-weapons	13.3	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	3.5	連射速度
2023-11-14	weapon	header-he	シアター	40	1886	342,247	100	5	サンダーストライク	icon-weapons	10.6	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	9.5	装弾数
2023-11-14	weapon	header-he	キャンパス	40	M700 カーボン	376,096	54	7	ラッキーショット	icon-weapons	10.2	マークスマンライフルダメージ	icon-weapons	89.0	ヘッドショットダメージ上昇	icon-weapons	8.5	装弾数
2023-11-14	weapon	header-he	キャンパス	40	ミリタリー RPK-74 M	55,474	650	45	メジャード	icon-weapons	11.6	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	7.0	クリティカル率
2023-11-14	weapon	header-he	キャッスル	40	SOCOM Mk20 SSR	143,857	275	20	サディスト	icon-weapons	11.1	マークスマンライフルダメージ	icon-weapons	93.0	ヘッドショットダメージ上昇	icon-weapons	4.0	連射速度
2023-11-14	weapon	header-he	キャッスル	40	クラシック M60	63,466	500	100	ステディハンド	icon-weapons	12.2	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	11.6	切り替え速度
2023-11-14	weapon	header-named	DZウエスト	40	バージニアン	342,247	100	5	パーフェクト・ブーメラン	icon-weapons	10.6	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	12.2	切り替え速度
2023-11-14	weapon	header-he	DZウエスト	40	SPAS-12	646,883	70	8	スレッジハンマー	icon-weapons	11.7	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	6.0	カバー外のターゲットへのダメージ
2023-11-14	weapon	header-he	DZウエスト	40	クラシック M1A	205,442	180	10	スパイク	icon-weapons	10.6	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-14	weapon	header-he	DZサウス	40	コンバーテッド SMG-9	51,713	825	32	フューチャーパーフェクト	icon-weapons	10.5	SMGダメージ	icon-weapons	14.5	クリティカル率	icon-weapons	9.6	命中率
2023-11-14	weapon	header-he	DZサウス	40	PDR		700	30	インシンク	icon-weapons	10.2	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	8.5	装弾数
2023-11-14	weapon	header-he	DZサウス	40	X-45 タクティカル	76,630	400	15	フューチャーパーフェクト	icon-weapons	9.4	ピストルダメージ	icon-weapons	12.7	切り替え速度			
2023-11-14	weapon	header-named	DZイースト	40	ピンプリック	338,957	60	7	パーフェクト・ファーストブラッド	icon-weapons	9.5	マークスマンライフルダメージ	icon-weapons	110.0	ヘッドショットダメージ上昇	icon-weapons	7.0	クリティカルダメージ
2023-11-14	weapon	header-he	DZイースト	40	タクティカル .308	376,096	70	8	リフォーメーション	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	85.0	ヘッドショットダメージ上昇	icon-weapons	8.5	HPダメージ
2023-11-14	weapon	header-he	DZイースト	40	ミリタリー L86 LSW	59,705	610	30	オプティミスト	icon-weapons	12.0	LMGダメージ	icon-weapons	10.0	カバー外のターゲットへのダメージ	icon-weapons	8.0	ヘッドショットダメージ上昇
2023-11-14	weapon	header-he	ヘイヴン	40	MP5 ST	51,713	800	32	アウトサイダー	icon-weapons	11.9	SMGダメージ	icon-weapons	12.5	クリティカル率	icon-weapons	7.4	安定性
2023-11-14	weapon	header-he	ヘイヴン	40	ミリタリー RPK-74 M	55,474	650	45	フレンジー	icon-weapons	10.5	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	7.0	HPダメージ
2023-11-14	weapon	header-he	ヘイヴン	40	レゾリュート MK47	104,837	300	30	ライフルマン	icon-weapons	11.5	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	7.0	クリティカル率
2023-11-14	weapon	header-he	ヘイヴン	40	ファーストウェーブ PF45	82,741	370	12	アイレス	icon-weapons	10.6	ピストルダメージ	icon-weapons	7.0	クリティカルダメージ			
2023-11-14	weapon	header-he	ベニテス	40	G36 エンハンスド	48,892	750	30	スパイク	icon-weapons	10.6	アサルトライフルダメージ	icon-weapons	14.5	HPダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2023-11-14	weapon	header-he	ベニテス	40	ストーナー LAMG	47,952	580	200	オーバーウェルム	icon-weapons	7.3	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-14	weapon	header-he	ベニテス	40	ミリタリー M870	695,775	75	5	パムル	icon-weapons	11.0	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	7.0	クリティカル率
2023-11-14	weapon	header-he	ベニテス	40	タクティカル M1911	98,725	310	7	ステディハンド	icon-weapons	11.3	ピストルダメージ	icon-weapons	12.6	切り替え速度			
2023-11-14	weapon	header-named	キャシー	40	ベイカーズダズン	205,442	180	10	パーフェクト・ラッキーショット	icon-weapons	11.7	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	7.0	HPダメージ
2023-11-14	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	10.0	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	10.0	ヘッドショットダメージ上昇
2023-11-14	weapon	header-he	キャシー	40	ACR-E	53,124	650	30	オプティミスト	icon-weapons	9.4	アサルトライフルダメージ	icon-weapons	13.0	HPダメージ	icon-weapons	12.5	装弾数
2023-11-14	weapon	header-he	キャシー	40	KSG ショットガン	594,230	70	12	イグナイテッド	icon-weapons	11.7	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2023-11-21	weapon	header-he	ホワイトハウス	40	M1928	70,518	600	30	持続力	icon-weapons	13.8	SMGダメージ	icon-weapons	13.5	クリティカル率	icon-weapons	7.0	カバー外のターゲットへのダメージ
2023-11-21	weapon	header-he	ホワイトハウス	40	SOCOM Mk16	55,504	625	30	スタビライズ	icon-weapons	9.9	アサルトライフルダメージ	icon-weapons	13.5	HPダメージ	icon-weapons	10.1	命中率
2023-11-21	weapon	header-he	ホワイトハウス	40	ダイセロス	169,243	180	6	ストレインド	icon-weapons	11.3	ピストルダメージ	icon-weapons	12.6	切り替え速度			
2023-11-21	weapon	header-named	クランショップ	40	サージ	100,136	380	30	スパイク	icon-weapons	11.9	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	10.5	装弾数
2023-11-21	weapon	header-he	クランショップ	40	X-45 タクティカル	76,630	400	15	サディスト	icon-weapons	12.1	ピストルダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ			
